Player,Match,Result,Year,Net_Game_Frequency,Net_Game_Effectiveness,Net_Game_Impact,Serve_Volley_Frequency,Serve_Volley_Effectiveness,Serve_Volley_Impact,Forehand_Power,Backhand_Power,Groundstroke_Balance,Overall_Groundstroke_Power,Forehand_DTL_Control,Forehand_IO_Control,Backhand_DTL_Control,Directional_Versatility,Drop_Shot_Usage,Drop_Shot_Effectiveness,Drop_Shot_Impact,Rally_Aggression,Return_Aggression,Overall_Aggression,Court_Position_Strategy,Tactical_Versatility,Power_Finesse_Balance,Tactical_Adaptability,Tactical_Match_Impact,Offensive_Efficiency,Tactical_Intelligence,Overall_Tactical_Game
Elina Svitolina,2018 Roland Garros R32,L vsBuzarnescu,2018,0.074,0.727,0.054,0.0,0.0,0.0,0.082,0.027,0.055,0.054,0.231,0.091,0.083,0.202,0.011,0.333,0.004,0.0,0.0,0.0,0.817,0.6,0.247,0.537,0.484,0.038,0.414,0.186
Elina Svitolina,2018 Roland Garros R64,W vsHruncakova,2018,0.066,0.889,0.059,0.016,1.0,0.016,0.148,0.055,0.093,0.102,0.444,0.0,0.5,0.472,0.011,0.0,0.0,0.0,0.0,0.0,0.626,0.6,0.208,0.488,0.536,0.058,0.461,0.205
Elina Svitolina,2018 Rome F,W vsHalep,2018,0.124,0.833,0.103,0.0,0.0,0.0,0.116,0.077,0.039,0.096,0.176,0.0,0.25,0.213,0.019,0.5,0.01,0.0,0.0,0.0,0.822,0.6,0.393,0.582,0.641,0.07,0.457,0.216
Elina Svitolina,2018 Rome SF,W vsKontaveit,2018,0.061,1.0,0.061,0.0,0.0,0.0,0.156,0.06,0.096,0.108,0.417,0.0,0.375,0.396,0.01,0.5,0.005,0.0,0.0,0.0,0.475,0.6,0.257,0.472,0.519,0.062,0.448,0.203
Elina Svitolina,2018 Rome R16,W vsKasatkina,2018,0.151,0.762,0.115,0.063,1.0,0.063,0.133,0.03,0.103,0.082,0.257,0.0,0.167,0.212,0.008,0.333,0.003,0.0,0.0,0.0,0.982,0.8,0.348,0.701,0.771,0.067,0.538,0.258
Elina Svitolina,2018 Madrid R32,L vsSuarez Navarro,2018,0.11,0.783,0.086,0.035,0.667,0.023,0.137,0.125,0.012,0.131,0.25,0.75,0.522,0.761,0.005,0.0,0.0,0.0,0.0,0.0,0.773,0.6,0.168,0.505,0.455,0.078,0.53,0.233
Elina Svitolina,2018 Miami R64,W vsOsaka,2018,0.094,0.917,0.086,0.02,1.0,0.02,0.108,0.114,0.006,0.111,0.2,0.5,0.316,0.508,0.0,0.0,0.0,0.0,0.0,0.0,0.736,0.6,0.211,0.511,0.562,0.07,0.477,0.218
Elina Svitolina,2018 Dubai F,W vsKasatkina,2018,0.067,0.571,0.038,0.021,1.0,0.021,0.097,0.031,0.066,0.064,0.217,0.0,0.083,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.6,0.38,0.58,0.638,0.037,0.439,0.188
Elina Svitolina,2018 Australian Open QF,L vsMertens,2018,0.137,0.357,0.049,0.02,0.0,0.0,0.073,0.053,0.02,0.063,0.167,0.25,0.222,0.32,0.004,0.0,0.0,0.0,0.0,0.0,0.973,0.4,0.189,0.451,0.406,0.04,0.35,0.149
Elina Svitolina,2018 Australian Open R32,W vsKostyuk,2018,0.043,1.0,0.043,0.0,0.0,0.0,0.154,0.12,0.034,0.137,0.333,0.0,0.6,0.466,0.0,0.0,0.0,0.0,0.245,0.098,0.284,0.4,0.457,0.394,0.433,0.097,0.426,0.199
Elina Svitolina,2018 Australian Open R64,W vsSiniakova,2018,0.084,0.625,0.053,0.0,0.0,0.0,0.055,0.039,0.016,0.047,0.176,1.0,0.125,0.65,0.006,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.071,0.401,0.442,0.035,0.397,0.16
Elina Svitolina,2018 Brisbane F,W vsSasnovich,2018,0.049,0.6,0.029,0.029,0.0,0.0,0.179,0.14,0.039,0.16,0.5,0.0,0.4,0.45,0.0,0.0,0.0,0.0,0.04,0.016,0.43,0.4,0.364,0.395,0.435,0.077,0.404,0.173
Elina Svitolina,2018 Brisbane SF,W vsPliskova,2018,0.078,0.917,0.072,0.0,0.0,0.0,0.165,0.13,0.035,0.148,0.292,1.0,0.333,0.812,0.0,0.0,0.0,0.415,0.3,0.369,0.458,0.6,0.557,0.559,0.615,0.191,0.634,0.346
Elina Svitolina,2018 Brisbane R16,W vsKonjuh,2018,0.09,0.889,0.08,0.021,1.0,0.021,0.113,0.068,0.045,0.09,0.125,0.0,0.0,0.062,0.007,0.0,0.0,0.1,0.14,0.116,0.802,0.4,0.993,0.658,0.724,0.095,0.499,0.227
Elina Svitolina,2018 Brisbane R32,W vsSuarez Navarro,2018,0.083,0.818,0.068,0.0,0.0,0.0,0.139,0.057,0.082,0.098,0.357,0.5,0.25,0.554,0.01,0.5,0.005,0.11,0.255,0.168,0.646,0.6,0.436,0.56,0.616,0.11,0.546,0.268
Elina Svitolina,2017 Singapore RR,W vsHalep,2017,0.065,0.714,0.046,0.0,0.0,0.0,0.079,0.055,0.024,0.067,0.2,0.0,0.2,0.2,0.011,0.0,0.0,0.0,0.0,0.0,0.688,0.4,0.309,0.43,0.473,0.041,0.339,0.146
Elina Svitolina,2017 Hong Kong R32,W vsDiyas,2017,0.052,0.75,0.039,0.016,1.0,0.016,0.143,0.015,0.128,0.079,0.455,0.0,0.0,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.643,0.6,0.321,0.525,0.577,0.043,0.432,0.189
Elina Svitolina,2017 Beijing R16,W vsVesnina,2017,0.038,0.833,0.032,0.0,0.0,0.0,0.091,0.077,0.014,0.084,0.3,0.0,0.667,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.384,0.4,0.169,0.327,0.36,0.043,0.356,0.148
Elina Svitolina,2017 Beijing R32,W vsBarty,2017,0.032,0.75,0.024,0.0,0.0,0.0,0.121,0.122,0.001,0.122,0.308,0.5,0.286,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.239,0.4,0.215,0.312,0.343,0.056,0.378,0.156
Elina Svitolina,2017 US Open R16,L vsKeys,2017,0.072,0.786,0.057,0.0,0.0,0.0,0.082,0.059,0.023,0.07,0.129,0.333,0.333,0.397,0.01,0.0,0.0,0.0,0.0,0.0,0.714,0.4,0.171,0.394,0.355,0.045,0.352,0.153
Elina Svitolina,2017 Toronto F,W vsWozniacki,2017,0.066,0.571,0.038,0.0,0.0,0.0,0.159,0.059,0.1,0.109,0.3,0.0,0.2,0.25,0.004,0.0,0.0,0.0,0.0,0.0,0.504,0.4,0.396,0.42,0.462,0.055,0.367,0.156
Elina Svitolina,2017 Toronto SF,W vsHalep,2017,0.043,0.75,0.032,0.0,0.0,0.0,0.104,0.084,0.02,0.094,0.364,0.0,0.25,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.391,0.4,0.288,0.365,0.401,0.047,0.346,0.147
Elina Svitolina,2017 Toronto QF,W vsMuguruza,2017,0.028,0.6,0.017,0.0,0.0,0.0,0.072,0.083,0.011,0.078,0.2,0.0,0.125,0.162,0.011,0.25,0.003,0.0,0.0,0.0,0.31,0.6,0.415,0.487,0.535,0.036,0.425,0.181
Elina Svitolina,2017 Toronto R32,W vsKasatkina,2017,0.066,0.727,0.048,0.0,0.0,0.0,0.074,0.065,0.009,0.07,0.14,0.0,0.231,0.186,0.005,0.5,0.002,0.0,0.0,0.0,0.681,0.6,0.337,0.537,0.591,0.042,0.428,0.189
Elina Svitolina,2017 Wimbledon R16,L vsOstapenko,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.045,0.029,0.06,0.273,0.0,0.333,0.303,0.017,0.25,0.004,0.0,0.0,0.0,0.0,0.4,0.185,0.256,0.23,0.024,0.297,0.121
Elina Svitolina,2017 Wimbledon R32,W vsWitthoeft,2017,0.051,0.667,0.034,0.0,0.0,0.0,0.221,0.118,0.103,0.17,0.296,0.0,0.357,0.326,0.004,0.0,0.0,0.0,0.0,0.0,0.277,0.4,0.465,0.395,0.434,0.078,0.393,0.169
Elina Svitolina,2017 Wimbledon R64,W vsSchiavone,2017,0.101,0.5,0.05,0.025,1.0,0.025,0.2,0.286,0.086,0.243,0.364,0.0,0.6,0.482,0.022,0.0,0.0,0.975,1.0,0.985,0.461,0.8,0.987,0.788,0.867,0.408,0.755,0.549
Elina Svitolina,2017 Wimbledon R128,W vsBarty,2017,0.083,0.5,0.042,0.01,0.0,0.0,0.165,0.111,0.054,0.138,0.226,0.5,0.308,0.517,0.01,0.667,0.007,0.0,0.0,0.0,0.557,0.6,0.253,0.487,0.536,0.068,0.482,0.209
Elina Svitolina,2017 Birmingham R16,L vsGiorgi,2017,0.074,0.5,0.037,0.0,0.0,0.0,0.1,0.093,0.007,0.096,0.333,0.0,0.2,0.266,0.015,0.25,0.004,0.0,0.0,0.0,0.601,0.6,0.331,0.52,0.468,0.05,0.443,0.193
Elina Svitolina,2017 Roland Garros QF,L vsHalep,2017,0.057,0.75,0.043,0.0,0.0,0.0,0.128,0.093,0.035,0.111,0.353,0.667,0.294,0.657,0.012,0.0,0.0,0.0,0.0,0.0,0.441,0.4,0.164,0.337,0.304,0.057,0.401,0.166
Elina Svitolina,2017 Roland Garros R16,W vsMartic,2017,0.073,0.692,0.051,0.0,0.0,0.0,0.104,0.061,0.043,0.082,0.204,0.222,0.25,0.338,0.002,0.0,0.0,0.0,0.0,0.0,0.658,0.4,0.233,0.401,0.442,0.048,0.351,0.152
Elina Svitolina,2017 Roland Garros R64,W vsPironkova,2017,0.079,0.583,0.046,0.014,1.0,0.014,0.15,0.108,0.042,0.129,0.333,0.5,0.308,0.57,0.016,0.4,0.006,0.0,0.0,0.0,0.584,0.8,0.216,0.582,0.64,0.065,0.571,0.252
Elina Svitolina,2017 Rome F,W vsHalep,2017,0.059,0.636,0.038,0.0,0.0,0.0,0.081,0.06,0.021,0.07,0.211,0.0,0.333,0.272,0.007,0.333,0.002,0.0,0.0,0.0,0.625,0.6,0.243,0.498,0.548,0.039,0.421,0.185
Elina Svitolina,2017 Rome QF,W vsPliskova,2017,0.052,0.429,0.022,0.0,0.0,0.0,0.134,0.078,0.056,0.106,0.259,0.0,0.125,0.192,0.004,1.0,0.004,0.0,0.0,0.0,0.42,0.6,0.473,0.526,0.579,0.049,0.454,0.193
Elina Svitolina,2017 Istanbul F,W vsMertens,2017,0.065,0.429,0.028,0.0,0.0,0.0,0.14,0.042,0.098,0.091,0.269,0.0,0.167,0.218,0.008,0.5,0.004,0.0,0.0,0.0,0.567,0.6,0.373,0.525,0.578,0.045,0.441,0.189
Elina Svitolina,2017 Fed Cup RR,L vsGoerges,2017,0.073,0.692,0.051,0.0,0.0,0.0,0.143,0.157,0.014,0.15,0.2,0.5,0.25,0.475,0.008,0.5,0.004,0.0,0.0,0.0,0.427,0.6,0.297,0.475,0.427,0.075,0.477,0.212
Elina Svitolina,2017 Fed Cup RR,W vsKerber,2017,0.063,0.778,0.049,0.0,0.0,0.0,0.209,0.132,0.077,0.17,0.471,0.0,0.6,0.536,0.013,1.0,0.013,0.0,0.0,0.0,0.336,0.6,0.296,0.456,0.502,0.083,0.487,0.216
Elina Svitolina,2017 Dubai F,W vsWozniacki,2017,0.016,0.5,0.008,0.0,0.0,0.0,0.172,0.087,0.085,0.13,0.286,0.167,0.231,0.342,0.003,0.0,0.0,0.0,0.0,0.0,0.114,0.4,0.352,0.328,0.361,0.054,0.358,0.147
Elina Svitolina,2017 Dubai R16,W vsMcHale,2017,0.06,0.818,0.049,0.012,1.0,0.012,0.07,0.018,0.052,0.044,0.119,0.0,0.167,0.143,0.007,0.5,0.003,0.0,0.0,0.0,0.87,0.8,0.274,0.656,0.722,0.032,0.495,0.223
Elina Svitolina,2017 Brisbane SF,L vsPliskova,2017,0.069,0.714,0.049,0.02,1.0,0.02,0.188,0.216,0.028,0.202,0.235,1.0,0.556,0.896,0.016,0.0,0.0,0.0,0.0,0.0,0.397,0.6,0.219,0.445,0.401,0.096,0.559,0.238
Elina Svitolina,2016 Zhuhai SF,W vsKonta,2016,0.034,1.0,0.034,0.0,0.0,0.0,0.138,0.085,0.053,0.112,0.192,0.5,0.444,0.568,0.011,0.333,0.004,0.05,0.05,0.05,0.273,0.6,0.271,0.436,0.479,0.07,0.485,0.217
Elina Svitolina,2016 Zhuhai RR,W vsVesnina,2016,0.059,0.625,0.037,0.0,0.0,0.0,0.111,0.101,0.01,0.106,0.444,0.0,0.5,0.472,0.008,0.5,0.004,0.0,0.0,0.0,0.469,0.6,0.215,0.458,0.504,0.053,0.455,0.197
Elina Svitolina,2016 Beijing R16,W vsKerber,2016,0.049,0.714,0.035,0.0,0.0,0.0,0.067,0.062,0.005,0.064,0.118,0.091,0.273,0.241,0.003,1.0,0.003,0.0,0.0,0.0,0.577,0.6,0.249,0.49,0.539,0.036,0.412,0.181
Elina Svitolina,2016 US Open R32,L vsKvitova,2016,0.067,0.429,0.029,0.0,0.0,0.0,0.089,0.061,0.028,0.075,0.077,0.0,0.167,0.122,0.013,0.0,0.0,0.0,0.0,0.0,0.657,0.4,0.514,0.486,0.437,0.039,0.375,0.151
Elina Svitolina,2016 New Haven F,L vsRadwanska,2016,0.276,0.529,0.146,0.0,0.0,0.0,0.048,0.07,0.022,0.059,0.118,0.0,0.143,0.13,0.015,0.2,0.003,0.0,0.0,0.0,0.999,0.6,0.389,0.617,0.555,0.067,0.445,0.221
Elina Svitolina,2016 Montreal R32,W vsAbanda,2016,0.106,0.526,0.056,0.0,0.0,0.0,0.111,0.097,0.014,0.104,0.192,1.0,0.25,0.721,0.003,0.0,0.0,0.045,0.025,0.037,0.731,0.4,0.191,0.403,0.444,0.069,0.439,0.187
Elina Svitolina,2016 Rome R64,L vsPuig,2016,0.052,0.556,0.029,0.0,0.0,0.0,0.113,0.04,0.073,0.076,0.174,0.5,0.158,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.4,0.178,0.361,0.325,0.039,0.35,0.145
Elina Svitolina,2016 Indian Wells R64,W vsBeck,2016,0.096,0.706,0.068,0.0,0.0,0.0,0.054,0.05,0.004,0.052,0.133,1.0,0.222,0.678,0.002,0.0,0.0,0.0,0.0,0.0,0.914,0.4,0.075,0.405,0.446,0.041,0.406,0.167
Elina Svitolina,2016 Australian Open R64,L vsOsaka,2016,0.036,0.8,0.029,0.0,0.0,0.0,0.057,0.06,0.003,0.058,0.167,0.0,0.412,0.29,0.005,0.0,0.0,0.0,0.0,0.0,0.482,0.4,0.193,0.354,0.319,0.032,0.32,0.135
Elina Svitolina,2015 Zhuhai SF,L vsPliskova,2015,0.067,0.5,0.034,0.0,0.0,0.0,0.123,0.047,0.076,0.085,0.286,0.0,0.125,0.206,0.021,0.0,0.0,0.0,0.0,0.0,0.608,0.4,0.375,0.434,0.391,0.044,0.355,0.149
Elina Svitolina,2015 Zhuhai RR,W vsSuarez Navarro,2015,0.079,0.667,0.053,0.0,0.0,0.0,0.081,0.03,0.051,0.056,0.114,0.0,0.12,0.117,0.002,1.0,0.002,0.0,0.0,0.0,0.836,0.6,0.406,0.589,0.648,0.038,0.438,0.191
Elina Svitolina,2015 Cincinnati SF,L vsWilliams,2015,0.023,0.667,0.015,0.0,0.0,0.0,0.1,0.037,0.063,0.068,0.278,0.0,0.5,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.4,0.17,0.308,0.339,0.032,0.328,0.135
Elina Svitolina,2015 Cincinnati QF,W vsSafarova,2015,0.038,0.667,0.025,0.0,0.0,0.0,0.095,0.073,0.022,0.084,0.333,0.125,0.375,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.384,0.4,0.194,0.335,0.369,0.041,0.347,0.144
Elina Svitolina,2015 Cincinnati R16,W vsGarcia,2015,0.022,1.0,0.022,0.0,0.0,0.0,0.154,0.053,0.101,0.104,0.231,0.0,0.25,0.24,0.005,0.0,0.0,0.0,0.0,0.0,0.191,0.4,0.391,0.356,0.391,0.048,0.347,0.146
Elina Svitolina,2015 Cincinnati R64,W vsRiske Amritraj,2015,0.074,0.583,0.043,0.0,0.0,0.0,0.041,0.1,0.059,0.07,0.182,0.0,0.4,0.291,0.005,0.0,0.0,0.0,0.0,0.0,0.726,0.4,0.23,0.414,0.456,0.041,0.342,0.147
Elina Svitolina,2015 Stanford SF,L vsKerber,2015,0.1,0.333,0.033,0.0,0.0,0.0,0.085,0.033,0.052,0.059,0.25,0.0,0.0,0.125,0.009,0.5,0.005,0.0,0.0,0.0,0.896,0.6,0.399,0.599,0.539,0.034,0.441,0.187
Elina Svitolina,2015 Stanford R32,W vsBondarenko,2015,0.023,0.6,0.014,0.0,0.0,0.0,0.088,0.054,0.034,0.071,0.244,0.5,0.269,0.506,0.005,0.0,0.0,0.0,0.0,0.0,0.277,0.4,0.137,0.296,0.326,0.033,0.348,0.14
Elina Svitolina,2015 Wimbledon R128,W vsDoi,2015,0.049,0.625,0.031,0.0,0.0,0.0,0.065,0.057,0.008,0.061,0.0,0.0,0.083,0.042,0.014,0.0,0.0,0.0,0.0,0.0,0.598,0.2,0.829,0.468,0.515,0.034,0.353,0.125
Elina Svitolina,2015 Roland Garros QF,L vsIvanovic,2015,0.068,0.5,0.034,0.0,0.0,0.0,0.058,0.039,0.019,0.048,0.077,0.0,1.0,0.538,0.0,0.0,0.0,0.0,0.0,0.0,0.822,0.4,0.088,0.391,0.352,0.03,0.37,0.148
Elina Svitolina,2015 Roland Garros R16,W vsCornet,2015,0.128,0.842,0.108,0.0,0.0,0.0,0.06,0.024,0.036,0.042,0.114,0.333,0.13,0.288,0.004,0.0,0.0,0.0,0.0,0.0,0.986,0.4,0.14,0.439,0.483,0.049,0.33,0.159
Elina Svitolina,2015 Roland Garros R64,W vsPutintseva,2015,0.17,0.421,0.072,0.0,0.0,0.0,0.14,0.059,0.081,0.1,0.169,0.182,0.163,0.257,0.008,0.2,0.002,0.0,0.0,0.0,0.914,0.6,0.354,0.589,0.648,0.061,0.462,0.208
Elina Svitolina,2015 Rome R64,W vsPennetta,2015,0.089,0.9,0.08,0.0,0.0,0.0,0.125,0.11,0.015,0.118,0.143,0.0,0.24,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.603,0.4,0.525,0.478,0.526,0.071,0.392,0.175
Elina Svitolina,2015 Marrakech F,W vsBabos,2015,0.036,0.667,0.024,0.0,0.0,0.0,0.115,0.084,0.031,0.1,0.25,0.333,0.429,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.4,0.19,0.321,0.353,0.047,0.365,0.15
Elina Svitolina,2015 Indian Wells R16,L vsBacsinszky,2015,0.123,0.619,0.076,0.0,0.0,0.0,0.049,0.016,0.033,0.032,0.12,0.0,0.038,0.079,0.007,0.0,0.0,0.0,0.0,0.0,0.994,0.2,0.35,0.404,0.363,0.036,0.251,0.109
Elina Svitolina,2015 Dubai R32,L vsKvitova,2015,0.012,1.0,0.012,0.0,0.0,0.0,0.101,0.058,0.043,0.079,0.222,0.0,0.0,0.111,0.005,1.0,0.005,0.0,0.0,0.0,0.133,0.6,0.559,0.494,0.445,0.035,0.443,0.184
Elina Svitolina,2015 Brisbane SF,L vsSharapova,2015,0.057,1.0,0.057,0.0,0.0,0.0,0.103,0.027,0.076,0.065,0.417,0.5,0.0,0.458,0.01,0.0,0.0,0.0,0.0,0.0,0.641,0.4,0.138,0.37,0.333,0.043,0.355,0.153
Elina Svitolina,2015 Brisbane QF,W vsKerber,2015,0.035,0.571,0.02,0.0,0.0,0.0,0.111,0.131,0.02,0.121,0.25,0.111,0.333,0.347,0.005,0.5,0.002,0.0,0.0,0.0,0.261,0.6,0.324,0.45,0.494,0.054,0.444,0.191
Elina Svitolina,2015 Brisbane R32,W vsRybarikova,2015,0.113,0.692,0.078,0.0,0.0,0.0,0.109,0.039,0.07,0.074,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.225,0.215,0.221,0.873,0.2,0.991,0.572,0.629,0.119,0.426,0.211
Elina Svitolina,2014 Osaka SF,L vsStosur,2014,0.031,0.75,0.023,0.0,0.0,0.0,0.096,0.123,0.027,0.11,0.097,0.5,0.5,0.548,0.0,0.0,0.0,0.0,0.0,0.0,0.254,0.4,0.194,0.309,0.278,0.051,0.373,0.153
Elina Svitolina,2014 Wuhan SF,L vsKvitova,2014,0.007,1.0,0.007,0.0,0.0,0.0,0.096,0.043,0.053,0.07,0.357,0.143,0.111,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.4,0.217,0.283,0.254,0.03,0.31,0.128
Elina Svitolina,2014 Wuhan QF,W vsKerber,2014,0.072,0.818,0.059,0.0,0.0,0.0,0.136,0.077,0.059,0.107,0.273,0.095,0.19,0.279,0.003,0.0,0.0,0.0,0.0,0.0,0.55,0.4,0.353,0.416,0.457,0.06,0.364,0.161
Elina Svitolina,2014 Tokyo R32,W vsStrycova,2014,0.137,0.438,0.06,0.0,0.0,0.0,0.167,0.082,0.085,0.124,0.24,0.5,0.143,0.442,0.012,0.0,0.0,0.0,0.0,0.0,0.769,0.4,0.269,0.435,0.478,0.068,0.393,0.171
Elina Svitolina,2014 Cincinnati QF,L vsIvanovic,2014,0.073,0.286,0.021,0.0,0.0,0.0,0.174,0.063,0.111,0.118,0.235,0.0,0.333,0.284,0.014,0.5,0.007,0.0,0.0,0.0,0.514,0.6,0.375,0.515,0.464,0.054,0.455,0.194
Elina Svitolina,2014 Cincinnati R32,W vsKvitova,2014,0.014,0.0,0.0,0.0,0.0,0.0,0.095,0.022,0.073,0.058,0.333,0.2,0.333,0.433,0.006,0.0,0.0,0.0,0.0,0.0,0.202,0.2,0.131,0.18,0.198,0.023,0.239,0.087
Elina Svitolina,2014 Baku QF,W vsParmentier,2014,0.044,0.5,0.022,0.014,1.0,0.014,0.103,0.103,0.0,0.103,0.167,0.0,0.313,0.24,0.008,0.5,0.004,0.0,0.0,0.0,0.472,0.8,0.385,0.61,0.671,0.048,0.529,0.231
Elina Svitolina,2014 Istanbul QF,L vsKonjuh,2014,0.057,0.444,0.025,0.0,0.0,0.0,0.012,0.076,0.064,0.044,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.784,0.2,1.0,0.557,0.501,0.025,0.399,0.132
Elina Svitolina,2014 Roland Garros R64,L vsIvanovic,2014,0.059,0.714,0.042,0.0,0.0,0.0,0.123,0.131,0.008,0.127,0.19,0.0,0.25,0.22,0.023,0.25,0.006,0.0,0.0,0.0,0.406,0.6,0.492,0.529,0.476,0.063,0.466,0.204
Elina Svitolina,2014 Indian Wells R64,L vsIvanovic,2014,0.04,0.667,0.027,0.0,0.0,0.0,0.061,0.049,0.012,0.055,0.065,0.333,0.222,0.31,0.008,0.333,0.003,0.0,0.0,0.0,0.548,0.6,0.169,0.46,0.414,0.03,0.406,0.176
Elina Svitolina,2014 Fed Cup RR,L vsHalep,2014,0.056,0.667,0.037,0.0,0.0,0.0,0.136,0.058,0.078,0.097,0.233,1.0,0.077,0.655,0.003,0.0,0.0,0.0,0.0,0.0,0.48,0.4,0.145,0.34,0.306,0.05,0.398,0.162
Elina Svitolina,2014 Australian Open R32,L vsStephens,2014,0.101,0.615,0.062,0.0,0.0,0.0,0.047,0.074,0.027,0.061,0.048,0.0,0.25,0.149,0.01,0.5,0.005,0.0,0.0,0.0,0.892,0.6,0.353,0.584,0.526,0.043,0.434,0.194
Elina Svitolina,2014 Brisbane R32,W vsLepchenko,2014,0.027,1.0,0.027,0.0,0.0,0.0,0.103,0.17,0.067,0.136,0.333,0.333,0.375,0.52,0.006,1.0,0.006,0.0,0.0,0.0,0.182,0.6,0.249,0.411,0.452,0.063,0.463,0.2
Elina Svitolina,2013 Tournament of Champions RR,L vsHalep,2013,0.08,0.571,0.046,0.023,1.0,0.023,0.07,0.058,0.012,0.064,0.182,0.0,0.182,0.182,0.015,0.0,0.0,0.33,0.215,0.284,0.884,0.6,0.948,0.761,0.685,0.125,0.605,0.3
Ekaterina Alexandrova,2025 Hamburg R32,W vsVedder,2025,0.09,1.0,0.09,0.0,0.0,0.0,0.333,0.219,0.114,0.276,0.417,0.0,0.5,0.458,0.0,0.0,0.0,0.845,0.815,0.833,0.305,0.6,0.983,0.656,0.721,0.387,0.655,0.483
Ekaterina Alexandrova,2025 Bad Homburg QF,L vsSwiatek,2025,0.027,0.75,0.02,0.0,0.0,0.0,0.194,0.113,0.081,0.154,0.467,0.0,0.235,0.351,0.01,0.5,0.005,0.035,0.095,0.059,0.164,0.6,0.523,0.49,0.441,0.085,0.495,0.222
Ekaterina Alexandrova,2025 s Hertogenbosch SF,L vsMertens,2025,0.108,0.75,0.081,0.0,0.0,0.0,0.216,0.094,0.122,0.155,0.344,0.0,0.2,0.272,0.016,0.5,0.008,0.315,0.335,0.323,0.575,0.8,0.929,0.794,0.714,0.183,0.692,0.373
Ekaterina Alexandrova,2025 Stuttgart R16,W vsAndreeva,2025,0.03,0.333,0.01,0.0,0.0,0.0,0.138,0.125,0.013,0.132,0.143,1.0,0.286,0.714,0.008,0.0,0.0,0.54,0.57,0.552,0.209,0.6,0.737,0.563,0.619,0.221,0.647,0.373
Ekaterina Alexandrova,2025 Stuttgart R32,W vsSamsonova,2025,0.009,1.0,0.009,0.0,0.0,0.0,0.208,0.146,0.062,0.177,0.353,0.0,0.429,0.391,0.008,1.0,0.008,0.0,0.15,0.06,0.048,0.6,0.522,0.466,0.513,0.092,0.499,0.223
Ekaterina Alexandrova,2025 Miami R64,L vsLinette,2025,0.045,0.667,0.03,0.0,0.0,0.0,0.286,0.161,0.125,0.224,0.368,0.0,0.429,0.398,0.0,0.0,0.0,0.535,0.58,0.553,0.19,0.6,0.956,0.625,0.562,0.264,0.627,0.385
Ekaterina Alexandrova,2025 Doha SF,L vsAnisimova,2025,0.014,1.0,0.014,0.0,0.0,0.0,0.222,0.117,0.105,0.169,0.167,0.0,0.385,0.276,0.005,0.0,0.0,0.0,0.105,0.042,0.078,0.4,0.629,0.404,0.364,0.085,0.416,0.178
Ekaterina Alexandrova,2025 Doha R16,W vsMertens,2025,0.042,0.5,0.021,0.0,0.0,0.0,0.255,0.188,0.067,0.222,0.286,0.0,0.357,0.322,0.013,0.0,0.0,0.06,0.13,0.088,0.179,0.4,0.732,0.456,0.501,0.121,0.461,0.209
Ekaterina Alexandrova,2025 Doha R64,W vsRaducanu,2025,0.038,0.6,0.023,0.0,0.0,0.0,0.14,0.09,0.05,0.115,0.258,0.0,0.5,0.379,0.01,0.667,0.007,0.0,0.0,0.0,0.295,0.6,0.283,0.444,0.488,0.053,0.442,0.191
Ekaterina Alexandrova,2025 Linz F,W vsYastremska,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.058,0.021,0.068,0.125,0.0,0.333,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.279,0.184,0.202,0.027,0.219,0.083
Ekaterina Alexandrova,2025 Linz SF,W vsMuchova,2025,0.099,0.6,0.059,0.0,0.0,0.0,0.283,0.239,0.044,0.261,0.357,0.0,0.375,0.366,0.015,1.0,0.015,0.73,0.72,0.726,0.35,0.8,0.987,0.766,0.843,0.34,0.72,0.483
Ekaterina Alexandrova,2025 Australian Open R128,L vsRaducanu,2025,0.049,0.667,0.033,0.0,0.0,0.0,0.152,0.134,0.018,0.143,0.32,0.0,0.35,0.335,0.004,1.0,0.004,0.425,0.165,0.321,0.31,0.8,0.869,0.723,0.65,0.163,0.678,0.353
Ekaterina Alexandrova,2024 Wuhan R64,W vsKenin,2024,0.049,0.556,0.027,0.0,0.0,0.0,0.273,0.197,0.076,0.235,0.588,0.0,0.235,0.412,0.0,0.0,0.0,0.31,0.57,0.414,0.197,0.6,0.912,0.613,0.674,0.226,0.619,0.35
