Player,Match,Result,Year,Return_In_Play_Rate,Return_Win_Efficiency,Return_Aggression,Return_Forehand_Ratio,Return_Depth_Index,Return_Defense_Rate,First_Serve_Return_Quality,Second_Serve_Return_Quality,Serve_Return_Adaptability,Return_Consistency,Return_Tactical_Balance,Return_Positioning_Intelligence,Service_Type_Adaptability,Defensive_Versatility,Return_Match_Impact,Overall_Return_Game
Elina Svitolina,2023 Montreal R64,L vsCollins,2023,0.686,0.371,0.137,0.286,2.2,0.069,0.478,0.479,0.476,0.432,0.94,1.236,0.998,0.052,0.429,0.539
Elina Svitolina,2023 Wimbledon SF,L vsVondrousova,2023,0.629,0.487,0.048,0.0,2.24,0.426,0.412,0.64,0.518,0.787,0.11,1.216,0.633,0.288,0.466,0.382
Elina Svitolina,2023 Wimbledon QF,W vsSwiatek,2023,0.806,0.481,0.082,0.75,2.25,0.015,0.483,0.706,0.586,0.399,0.997,1.354,0.64,0.014,0.645,0.616
Elina Svitolina,2023 Wimbledon R16,W vsAzarenka,2023,0.689,0.488,0.041,0.2,2.6,0.125,0.48,0.545,0.509,0.756,0.295,1.464,0.878,0.103,0.56,0.428
Elina Svitolina,2023 Wimbledon R128,W vsWilliams,2023,0.681,0.592,0.042,1.0,2.45,0.073,0.535,0.592,0.56,0.942,0.467,1.373,0.892,0.06,0.616,0.494
Elina Svitolina,2023 Roland Garros QF,L vsSabalenka,2023,0.754,0.37,0.098,0.5,2.75,0.103,0.513,0.443,0.478,0.257,0.7,1.608,0.869,0.07,0.43,0.499
Elina Svitolina,2023 Roland Garros R16,W vsKasatkina,2023,0.875,0.524,0.028,0.5,2.64,0.028,0.586,0.585,0.583,0.644,0.627,1.65,0.997,0.027,0.641,0.555
Elina Svitolina,2023 Roland Garros R32,W vsBlinkova,2023,0.796,0.581,0.0,0.5,2.72,0.056,0.532,0.628,0.574,0.98,0.0,1.628,0.825,0.046,0.632,0.419
Elina Svitolina,2023 Roland Garros R64,W vsHunter,2023,0.842,0.588,0.053,0.8,2.61,0.0,0.59,0.61,0.597,0.852,1.0,1.603,0.961,0.0,0.656,0.643
Elina Svitolina,2023 Roland Garros R128,W vsTrevisan,2023,0.778,0.514,0.044,0.5,2.46,0.025,0.515,0.632,0.568,0.44,0.85,1.458,0.792,0.019,0.625,0.577
Elina Svitolina,2023 Strasbourg F,W vsBlinkova,2023,0.862,0.68,0.103,0.167,2.43,0.016,0.635,0.67,0.648,0.787,0.999,1.508,0.931,0.012,0.713,0.686
Elina Svitolina,2022 Monterrey R32,W vsPotapova,2022,0.686,0.629,0.078,0.25,2.35,0.057,0.472,0.659,0.558,0.391,0.822,1.321,0.689,0.046,0.614,0.579
Elina Svitolina,2022 Adelaide 2 R32,L vsKeys,2022,0.5,0.391,0.087,0.25,0.0,0.02,0.318,0.543,0.423,1.0,0.994,0.0,0.637,0.021,0.38,0.496
Elina Svitolina,2022 Adelaide 1 R32,L vsGasanova,2022,0.808,0.512,0.061,0.5,2.34,0.038,0.526,0.594,0.556,1.0,0.854,1.41,0.874,0.032,0.5,0.583
Elina Svitolina,2021 Indian Wells R16,L vsPegula,2021,0.73,0.296,0.135,1.0,2.33,0.204,0.395,0.588,0.485,0.942,0.559,1.344,0.679,0.172,0.436,0.458
Elina Svitolina,2021 Indian Wells R64,W vsMartincova,2021,0.738,0.625,0.031,1.0,2.18,0.091,0.554,0.613,0.579,0.787,0.298,1.263,0.888,0.072,0.637,0.482
Elina Svitolina,2021 Chicago 2 QF,L vsJabeur,2021,0.797,0.412,0.109,0.429,2.34,0.286,0.479,0.559,0.514,0.353,0.352,1.402,0.852,0.238,0.463,0.457
Elina Svitolina,2021 Chicago 2 R16,W vsRuse,2021,0.795,0.571,0.034,0.0,2.35,0.025,0.506,0.637,0.565,0.571,0.749,1.406,0.769,0.024,0.622,0.569
Elina Svitolina,2021 Chicago 2 R32,W vsAnisimova,2021,0.69,0.525,0.086,0.2,2.47,0.03,0.495,0.64,0.561,0.961,0.973,1.391,0.748,0.03,0.617,0.591
Elina Svitolina,2021 US Open QF,L vsFernandez,2021,0.816,0.425,0.133,0.692,2.34,0.103,0.494,0.605,0.544,0.923,0.827,1.416,0.801,0.088,0.49,0.57
Elina Svitolina,2021 US Open R16,W vsHalep,2021,0.828,0.585,0.031,0.0,2.53,0.029,0.565,0.61,0.584,0.726,0.661,1.542,0.913,0.028,0.642,0.565
Elina Svitolina,2021 US Open R32,W vsKasatkina,2021,0.836,0.49,0.016,1.0,2.11,0.048,0.456,0.69,0.564,0.787,0.269,1.291,0.625,0.037,0.621,0.463
Elina Svitolina,2021 US Open R64,W vsMasarova,2021,0.738,0.556,0.0,0.5,2.36,0.057,0.427,0.618,0.515,0.507,0.0,1.367,0.683,0.042,0.567,0.388
Elina Svitolina,2021 US Open R128,W vsMarino,2021,0.786,0.636,0.054,0.333,2.24,0.0,0.48,0.693,0.579,0.219,1.0,1.334,0.654,0.0,0.636,0.637
Elina Svitolina,2021 Chicago 1 F,W vsCornet,2021,0.824,0.574,0.068,0.4,2.37,0.246,0.559,0.653,0.601,0.361,0.26,1.441,0.829,0.234,0.661,0.492
Elina Svitolina,2021 Cincinnati R32,L vsKerber,2021,0.821,0.529,0.047,1.0,2.01,0.041,0.543,0.606,0.57,0.887,0.727,1.22,0.881,0.03,0.513,0.565
Elina Svitolina,2021 Tokyo Olympics BR,W vsRybakina,2021,0.784,0.462,0.043,0.6,2.36,0.029,0.499,0.558,0.525,0.887,0.801,1.403,0.889,0.024,0.577,0.547
Elina Svitolina,2021 Tokyo Olympics SF,L vsVondrousova,2021,0.783,0.389,0.043,0.0,2.26,0.31,0.481,0.513,0.494,0.644,0.134,1.343,0.938,0.278,0.445,0.391
Elina Svitolina,2021 Tokyo Olympics QF,W vsGiorgi,2021,0.794,0.48,0.079,0.8,2.49,0.0,0.529,0.57,0.546,0.186,1.0,1.489,0.92,0.0,0.601,0.603
Elina Svitolina,2021 Tokyo Olympics R16,W vsSakkari,2021,0.745,0.466,0.031,0.667,2.37,0.043,0.483,0.557,0.516,0.684,0.526,1.379,0.862,0.042,0.567,0.481
Elina Svitolina,2021 Tokyo Olympics R32,W vsTomljanovic,2021,0.847,0.528,0.082,0.143,2.29,0.063,0.571,0.593,0.579,0.961,0.809,1.41,0.956,0.06,0.637,0.594
Elina Svitolina,2021 Tokyo Olympics R64,W vsSiegemund,2021,0.711,0.507,0.082,0.375,2.31,0.295,0.488,0.671,0.572,0.517,0.263,1.317,0.694,0.288,0.629,0.451
Elina Svitolina,2021 Roland Garros R32,L vsKrejcikova,2021,0.883,0.5,0.013,1.0,2.59,0.115,0.503,0.689,0.589,0.787,0.104,1.626,0.69,0.094,0.53,0.446
Elina Svitolina,2021 Roland Garros R64,W vsLi,2021,0.797,0.608,0.031,1.0,2.72,0.182,0.55,0.67,0.604,0.21,0.16,1.629,0.787,0.159,0.664,0.469
Elina Svitolina,2021 Rome QF,L vsSwiatek,2021,0.846,0.382,0.062,0.75,2.61,0.048,0.503,0.546,0.521,0.432,0.789,1.606,0.918,0.044,0.469,0.543
Elina Svitolina,2021 Madrid R64,L vsTeichmann,2021,0.823,0.51,0.048,0.667,2.38,0.089,0.531,0.615,0.568,0.657,0.45,1.446,0.845,0.073,0.511,0.506
Elina Svitolina,2021 Stuttgart QF,W vsKvitova,2021,0.767,0.539,0.129,0.6,2.54,0.026,0.503,0.701,0.594,0.741,0.998,1.496,0.673,0.02,0.654,0.629
Elina Svitolina,2021 Miami SF,L vsBarty,2021,0.769,0.5,0.077,1.0,2.24,0.259,0.477,0.572,0.519,0.684,0.279,1.321,0.828,0.248,0.468,0.451
Elina Svitolina,2021 Doha R16,W vsDoi,2021,0.792,0.595,0.038,0.5,2.4,0.1,0.575,0.651,0.609,0.237,0.332,1.434,0.859,0.083,0.669,0.502
Elina Svitolina,2021 Australian Open R16,L vsPegula,2021,0.72,0.475,0.024,0.5,2.83,0.246,0.474,0.529,0.498,0.657,0.093,1.623,0.897,0.218,0.448,0.386
Elina Svitolina,2021 Australian Open R64,W vsGauff,2021,0.792,0.452,0.113,0.5,2.47,0.039,0.509,0.596,0.547,0.527,0.98,1.475,0.84,0.032,0.602,0.599
Elina Svitolina,2021 Australian Open R128,W vsBouzkova,2021,0.762,0.479,0.143,0.556,2.42,0.08,0.553,0.474,0.513,0.497,0.92,1.421,0.855,0.079,0.564,0.582
Elina Svitolina,2021 Abu Dhabi QF,L vsKudermetova,2021,0.774,0.506,0.026,0.333,0.0,0.032,0.452,0.622,0.53,1.0,0.55,0.0,0.712,0.032,0.477,0.503
Elina Svitolina,2021 Abu Dhabi R16,W vsAlexandrova,2021,0.743,0.56,0.08,0.444,2.18,0.051,0.544,0.599,0.567,0.538,0.865,1.267,0.895,0.05,0.624,0.587
Elina Svitolina,2020 Roland Garros QF,L vsPodoroska,2020,0.847,0.56,0.017,0.0,2.61,0.02,0.589,0.543,0.564,0.333,0.513,1.607,0.912,0.014,0.508,0.528
Elina Svitolina,2020 Roland Garros R64,W vsZarazua,2020,0.853,0.517,0.059,0.75,2.4,0.1,0.555,0.648,0.596,0.607,0.49,1.482,0.83,0.081,0.656,0.53
Elina Svitolina,2020 Strasbourg F,W vsRybakina,2020,0.811,0.425,0.033,0.0,2.49,0.079,0.505,0.563,0.53,0.98,0.355,1.503,0.889,0.061,0.583,0.456
Elina Svitolina,2020 Strasbourg SF,W vsSabalenka,2020,0.736,0.453,0.034,0.333,2.57,0.063,0.492,0.569,0.526,0.98,0.435,1.487,0.856,0.057,0.579,0.461
Elina Svitolina,2020 Monterrey F,W vsBouzkova,2020,0.891,0.48,0.064,0.429,2.36,0.01,0.543,0.637,0.585,0.961,0.997,1.488,0.83,0.01,0.643,0.629
Elina Svitolina,2020 Monterrey SF,W vsRus,2020,0.848,0.718,0.043,1.0,2.36,0.056,0.632,0.689,0.656,0.803,0.573,1.454,0.892,0.062,0.722,0.598
Elina Svitolina,2020 Monterrey QF,W vsFernandez,2020,0.714,0.52,0.014,1.0,1.85,0.043,0.467,0.564,0.511,0.942,0.258,1.057,0.824,0.048,0.562,0.428
Elina Svitolina,2020 Australian Open R32,L vsMuguruza,2020,0.711,0.344,0.067,0.333,2.57,0.0,0.364,0.533,0.442,0.942,1.0,1.466,0.713,0.0,0.398,0.532
Elina Svitolina,2020 Australian Open R64,W vsDavis,2020,0.829,0.556,0.026,0.5,2.15,0.098,0.551,0.601,0.572,0.657,0.236,1.311,0.906,0.076,0.629,0.471
Elina Svitolina,2020 Brisbane R32,L vsCollins,2020,0.66,0.424,0.14,0.429,2.43,0.0,0.427,0.56,0.488,0.905,1.0,1.345,0.766,0.0,0.439,0.56
Elina Svitolina,2019 Shenzhen Finals F,L vsBarty,2019,0.75,0.4,0.067,0.75,2.79,0.082,0.477,0.532,0.501,0.549,0.622,1.628,0.895,0.083,0.451,0.49
Elina Svitolina,2019 Shenzhen Finals SF,W vsBencic,2019,0.684,0.481,0.025,0.5,2.62,0.152,0.437,0.586,0.505,0.741,0.153,1.471,0.742,0.159,0.556,0.394
Elina Svitolina,2019 Shenzhen Finals RR,W vsHalep,2019,0.859,0.541,0.042,0.0,2.12,0.061,0.552,0.643,0.592,0.98,0.531,1.314,0.833,0.068,0.652,0.541
Elina Svitolina,2019 Shenzhen Finals RR,W vsKenin,2019,0.728,0.48,0.078,0.25,2.62,0.189,0.559,0.488,0.523,0.262,0.373,1.509,0.867,0.179,0.575,0.459
Elina Svitolina,2019 Shenzhen Finals RR,W vsPliskova,2019,0.73,0.492,0.067,0.667,2.6,0.102,0.442,0.664,0.545,0.407,0.536,1.499,0.641,0.079,0.6,0.498
Elina Svitolina,2019 Moscow R16,L vsKudermetova,2019,0.702,0.559,0.167,0.643,2.6,0.017,0.438,0.669,0.545,0.869,1.0,1.475,0.631,0.014,0.49,0.613
Elina Svitolina,2019 Beijing QF,L vsBertens,2019,0.729,0.333,0.029,0.0,2.22,0.119,0.43,0.511,0.466,0.887,0.221,1.279,0.85,0.113,0.42,0.378
Elina Svitolina,2019 Beijing R16,W vsKenin,2019,0.86,0.372,0.08,0.125,2.38,0.141,0.492,0.624,0.552,0.698,0.485,1.476,0.768,0.125,0.607,0.493
Elina Svitolina,2019 Beijing R32,W vsWang,2019,0.838,0.494,0.02,1.0,2.45,0.072,0.53,0.621,0.571,0.819,0.239,1.501,0.833,0.061,0.628,0.46
Elina Svitolina,2019 Beijing R64,W vsSevastova,2019,0.83,0.575,0.045,0.5,2.31,0.192,0.523,0.656,0.583,0.67,0.219,1.409,0.766,0.173,0.642,0.477
Elina Svitolina,2019 Wuhan QF,L vsRiske Amritraj,2019,0.818,0.4,0.036,0.5,2.51,0.0,0.522,0.41,0.466,0.852,0.999,1.521,0.798,0.0,0.42,0.565
Elina Svitolina,2019 Wuhan R16,W vsKuznetsova,2019,0.754,0.571,0.031,1.0,2.61,0.143,0.514,0.632,0.567,0.333,0.2,1.526,0.789,0.104,0.624,0.451
Elina Svitolina,2019 Guangzhou R16,L vsBouzkova,2019,0.733,0.333,0.089,0.0,2.45,0.061,0.414,0.514,0.46,0.432,0.849,1.415,0.819,0.075,0.414,0.511
Elina Svitolina,2019 US Open SF,L vsWilliams,2019,0.667,0.344,0.063,0.333,2.75,0.023,0.344,0.523,0.427,0.923,0.957,1.528,0.699,0.019,0.47,0.51
Elina Svitolina,2019 US Open QF,W vsKonta,2019,0.719,0.609,0.016,1.0,2.93,0.089,0.52,0.575,0.543,0.726,0.16,1.679,0.895,0.08,0.598,0.436
Elina Svitolina,2019 US Open R16,W vsKeys,2019,0.739,0.451,0.014,1.0,2.69,0.063,0.423,0.601,0.505,0.176,0.189,1.559,0.701,0.044,0.556,0.404
Elina Svitolina,2019 US Open R128,W vsOsuigwe,2019,0.754,0.581,0.07,0.25,2.17,0.093,0.591,0.63,0.607,0.468,0.591,1.269,0.925,0.083,0.667,0.547
Elina Svitolina,2019 Cincinnati R16,L vsKenin,2019,0.812,0.415,0.02,1.0,2.67,0.071,0.461,0.616,0.532,0.56,0.242,1.613,0.734,0.1,0.479,0.43
Elina Svitolina,2019 Toronto  QF,L vsKenin,2019,0.809,0.421,0.064,0.833,2.82,0.152,0.477,0.656,0.559,0.326,0.376,1.7,0.699,0.134,0.503,0.471
Elina Svitolina,2019 Toronto  R16,W vsBencic,2019,0.794,0.537,0.132,0.889,2.55,0.162,0.593,0.613,0.6,0.219,0.645,1.525,0.962,0.158,0.66,0.565
Elina Svitolina,2019 Wimbledon SF,L vsHalep,2019,0.867,0.346,0.033,1.0,2.44,0.064,0.476,0.6,0.532,0.415,0.419,1.518,0.78,0.048,0.479,0.464
Elina Svitolina,2019 Wimbledon QF,W vsMuchova,2019,0.9,0.54,0.029,1.0,2.76,0.309,0.568,0.626,0.593,0.301,0.091,1.748,0.89,0.293,0.652,0.459
Elina Svitolina,2019 Wimbledon R16,W vsMartic,2019,0.789,0.577,0.022,0.5,2.17,0.154,0.51,0.649,0.573,0.644,0.133,1.294,0.757,0.137,0.63,0.446
Elina Svitolina,2019 Wimbledon R32,W vsSakkari,2019,0.813,0.486,0.044,0.25,2.58,0.13,0.521,0.6,0.556,0.313,0.304,1.559,0.853,0.092,0.611,0.466
Elina Svitolina,2019 Wimbledon R64,W vsGasparyan,2019,0.847,0.41,0.028,1.0,2.16,0.303,0.497,0.567,0.528,0.449,0.089,1.33,0.868,0.202,0.58,0.405
Elina Svitolina,2019 Wimbledon R128,W vsSaville,2019,0.723,0.5,0.085,1.0,2.49,0.132,0.511,0.645,0.572,0.771,0.536,1.43,0.765,0.1,0.629,0.508
Elina Svitolina,2019 Birmingham R32,L vsGasparyan,2019,0.736,0.484,0.046,0.75,2.64,0.322,0.498,0.568,0.529,0.644,0.138,1.528,0.869,0.256,0.476,0.411
Elina Svitolina,2019 Roland Garros R128,W vsWilliams,2019,0.691,0.816,0.073,0.5,2.47,0.0,0.612,0.767,0.682,0.741,1.0,1.392,0.734,0.0,0.75,0.683
Elina Svitolina,2019 Rome R32,L vsAzarenka,2019,0.838,0.537,0.063,0.4,2.7,0.053,0.537,0.656,0.591,0.449,0.762,1.654,0.789,0.038,0.532,0.584
Elina Svitolina,2019 Miami R64,L vsWang,2019,0.737,0.5,0.053,0.667,2.08,0.0,0.475,0.577,0.521,0.67,1.0,1.204,0.816,0.0,0.573,0.586
Elina Svitolina,2019 Indian Wells SF,L vsAndreescu,2019,0.788,0.564,0.061,0.5,2.34,0.014,0.553,0.577,0.562,0.517,0.988,1.395,0.954,0.012,0.506,0.618
Elina Svitolina,2019 Indian Wells QF,W vsVondrousova,2019,0.856,0.481,0.033,0.0,2.36,0.184,0.538,0.6,0.565,0.712,0.168,1.46,0.884,0.129,0.621,0.447
Elina Svitolina,2019 Indian Wells R16,W vsBarty,2019,0.808,0.492,0.007,1.0,2.39,0.265,0.486,0.611,0.543,0.923,0.025,1.44,0.778,0.251,0.597,0.402
Elina Svitolina,2019 Indian Wells R64,W vsKenin,2019,0.812,0.432,0.026,0.0,2.39,0.055,0.477,0.591,0.529,0.415,0.38,1.444,0.796,0.045,0.582,0.461
Elina Svitolina,2019 Dubai SF,L vsBencic,2019,0.738,0.441,0.063,0.4,2.33,0.182,0.526,0.479,0.501,0.771,0.317,1.35,0.91,0.139,0.451,0.434
Elina Svitolina,2019 Dubai QF,W vsSuarez Navarro,2019,0.911,0.569,0.107,0.667,2.72,0.174,0.6,0.683,0.636,0.549,0.524,1.733,0.847,0.174,0.7,0.576
Elina Svitolina,2019 Dubai R16,W vsMuguruza,2019,0.882,0.6,0.039,0.0,3.23,0.0,0.633,0.589,0.61,0.391,0.999,2.026,0.916,0.0,0.671,0.654
Elina Svitolina,2019 Doha SF,L vsHalep,2019,0.82,0.463,0.02,1.0,2.59,0.038,0.514,0.546,0.527,0.549,0.394,1.571,0.938,0.034,0.474,0.47
Elina Svitolina,2019 Doha QF,W vsMuchova,2019,0.862,0.5,0.015,1.0,2.56,0.351,0.517,0.592,0.55,0.923,0.042,1.589,0.861,0.26,0.605,0.42
Elina Svitolina,2019 Australian Open QF,L vsOsaka,2019,0.63,0.647,0.019,0.0,2.62,0.025,0.483,0.562,0.518,0.458,0.495,1.424,0.854,0.022,0.466,0.487
Elina Svitolina,2019 Australian Open R16,W vsKeys,2019,0.781,0.52,0.078,0.8,2.78,0.066,0.53,0.568,0.546,0.497,0.772,1.65,0.926,0.048,0.6,0.563
Elina Svitolina,2019 Australian Open R32,W vsZhang,2019,0.822,0.515,0.0,0.5,2.66,0.012,0.54,0.543,0.539,0.571,0.0,1.616,0.994,0.01,0.593,0.402
Elina Svitolina,2019 Australian Open R64,W vsHruncakova,2019,0.774,0.463,0.113,0.167,2.99,0.118,0.541,0.568,0.552,0.399,0.708,1.768,0.947,0.106,0.607,0.544
Elina Svitolina,2019 Australian Open R128,W vsGolubic,2019,0.848,0.615,0.087,0.5,2.5,0.135,0.607,0.622,0.611,0.852,0.537,1.54,0.971,0.124,0.672,0.566
Elina Svitolina,2018 Singapore F,W vsStephens,2018,0.867,0.529,0.0,0.5,2.52,0.141,0.562,0.577,0.566,0.923,0.0,1.568,0.971,0.113,0.623,0.421
Elina Svitolina,2018 Singapore SF,W vsBertens,2018,0.75,0.436,0.067,0.857,2.59,0.096,0.454,0.583,0.513,0.538,0.559,1.511,0.772,0.083,0.564,0.487
Elina Svitolina,2018 Singapore RR,W vsPliskova,2018,0.8,0.517,0.08,0.5,2.83,0.062,0.491,0.655,0.566,0.819,0.804,1.698,0.721,0.06,0.622,0.578
Elina Svitolina,2018 Singapore RR,W vsKvitova,2018,0.759,0.5,0.086,0.2,2.9,0.024,0.553,0.588,0.567,0.726,0.987,1.7,0.932,0.02,0.624,0.604
Elina Svitolina,2018 Singapore RR,W vsWozniacki,2018,0.81,0.469,0.0,0.5,2.67,0.143,0.482,0.559,0.516,0.538,0.0,1.611,0.858,0.114,0.568,0.385
Elina Svitolina,2018 Wuhan R32,L vsSabalenka,2018,0.765,0.435,0.123,0.6,2.56,0.069,0.446,0.613,0.523,0.712,0.915,1.506,0.716,0.067,0.47,0.572
Elina Svitolina,2018 US Open R16,L vsSevastova,2018,0.836,0.431,0.033,0.5,2.43,0.078,0.5,0.54,0.517,0.415,0.358,1.487,0.923,0.056,0.465,0.459
Elina Svitolina,2018 US Open R64,W vsMaria,2018,0.764,0.643,0.055,0.333,2.57,0.794,0.566,0.597,0.578,0.172,0.068,1.511,0.939,0.804,0.636,0.448
Elina Svitolina,2018 Cincinnati QF,L vsBertens,2018,0.683,0.535,0.032,0.0,2.85,0.078,0.483,0.537,0.506,0.961,0.348,1.599,0.897,0.056,0.455,0.445
Elina Svitolina,2018 Montreal SF,L vsStephens,2018,0.793,0.446,0.012,1.0,2.51,0.163,0.526,0.523,0.522,0.698,0.069,1.5,0.994,0.146,0.47,0.394
Elina Svitolina,2018 Montreal QF,W vsMertens,2018,0.831,0.531,0.051,0.667,2.5,0.152,0.554,0.622,0.583,0.741,0.305,1.526,0.874,0.125,0.642,0.487
Elina Svitolina,2018 Birmingham QF,L vsBuzarnescu,2018,0.653,0.406,0.041,0.0,2.87,0.231,0.431,0.438,0.432,0.923,0.169,1.581,0.987,0.16,0.389,0.36
Elina Svitolina,2018 Roland Garros R32,L vsBuzarnescu,2018,0.746,0.46,0.09,0.833,2.63,0.153,0.481,0.6,0.535,0.887,0.502,1.531,0.788,0.128,0.481,0.489
Elina Svitolina,2018 Roland Garros R64,W vsHruncakova,2018,0.696,0.542,0.087,0.167,2.6,0.067,0.507,0.592,0.545,0.202,0.811,1.47,0.843,0.056,0.599,0.559
Elina Svitolina,2018 Rome F,W vsHalep,2018,0.774,0.585,0.019,1.0,2.22,0.0,0.563,0.553,0.555,0.67,0.956,1.313,0.981,0.0,0.611,0.605
Elina Svitolina,2018 Rome SF,W vsKontaveit,2018,0.733,0.591,0.017,1.0,2.83,0.028,0.52,0.599,0.555,0.507,0.42,1.635,0.854,0.021,0.61,0.49
Elina Svitolina,2018 Rome R16,W vsKasatkina,2018,0.84,0.556,0.027,0.5,2.42,0.117,0.576,0.605,0.587,0.449,0.209,1.484,0.945,0.092,0.646,0.472
Elina Svitolina,2018 Madrid R32,L vsSuarez Navarro,2018,0.798,0.525,0.024,0.333,2.35,0.114,0.529,0.569,0.546,0.631,0.191,1.408,0.923,0.083,0.491,0.443
Elina Svitolina,2018 Miami R64,W vsOsaka,2018,0.74,0.593,0.041,0.333,1.97,0.0,0.515,0.627,0.565,0.468,0.999,1.143,0.799,0.0,0.622,0.614
Elina Svitolina,2018 Dubai F,W vsKasatkina,2018,0.836,0.565,0.018,0.0,2.77,0.07,0.59,0.505,0.547,0.98,0.221,1.695,0.843,0.062,0.602,0.464
Elina Svitolina,2018 Australian Open QF,L vsMertens,2018,0.74,0.405,0.08,0.25,2.42,0.098,0.497,0.465,0.479,0.803,0.63,1.404,0.94,0.106,0.432,0.487
Elina Svitolina,2018 Australian Open R32,W vsKostyuk,2018,0.685,0.568,0.074,0.5,2.45,0.263,0.461,0.67,0.557,0.375,0.265,1.376,0.658,0.192,0.613,0.454
Elina Svitolina,2018 Australian Open R64,W vsSiniakova,2018,0.827,0.531,0.041,0.25,2.52,0.063,0.554,0.597,0.572,0.961,0.509,1.535,0.917,0.062,0.629,0.523
Elina Svitolina,2018 Brisbane F,W vsSasnovich,2018,0.712,0.643,0.034,0.5,2.76,0.045,0.642,0.479,0.562,0.399,0.55,1.575,0.721,0.046,0.618,0.527
Elina Svitolina,2018 Brisbane SF,W vsPliskova,2018,0.687,0.649,0.024,1.0,2.26,0.096,0.489,0.629,0.553,0.741,0.223,1.271,0.755,0.064,0.608,0.454
Elina Svitolina,2018 Brisbane R16,W vsKonjuh,2018,0.673,0.636,0.082,0.25,2.57,0.086,0.496,0.667,0.575,0.082,0.693,1.433,0.71,0.094,0.632,0.556
Elina Svitolina,2018 Brisbane R32,W vsSuarez Navarro,2018,0.807,0.587,0.035,0.5,2.28,0.327,0.501,0.664,0.576,0.961,0.103,1.373,0.722,0.34,0.633,0.449
Elina Svitolina,2017 Singapore RR,W vsHalep,2017,0.88,0.409,0.0,0.5,2.15,0.021,0.497,0.613,0.55,0.517,0.0,1.347,0.793,0.016,0.605,0.395
Elina Svitolina,2017 Hong Kong R32,W vsDiyas,2017,0.709,0.574,0.023,0.0,2.78,0.027,0.558,0.472,0.515,0.375,0.552,1.584,0.842,0.022,0.566,0.499
Elina Svitolina,2017 Beijing R16,W vsVesnina,2017,0.811,0.589,0.056,0.6,2.52,0.156,0.53,0.659,0.589,0.98,0.325,1.521,0.773,0.134,0.648,0.501
Elina Svitolina,2017 Beijing R32,W vsBarty,2017,0.734,0.586,0.025,1.0,2.54,0.429,0.455,0.7,0.569,0.368,0.057,1.468,0.613,0.438,0.626,0.421
Elina Svitolina,2017 US Open R16,L vsKeys,2017,0.763,0.554,0.082,0.5,2.45,0.136,0.491,0.622,0.551,0.741,0.509,1.44,0.771,0.112,0.496,0.515
Elina Svitolina,2017 Toronto F,W vsWozniacki,2017,0.8,0.675,0.0,0.5,1.91,0.071,0.569,0.689,0.623,0.741,0.0,1.146,0.787,0.075,0.685,0.451
Elina Svitolina,2017 Toronto SF,W vsHalep,2017,0.885,0.609,0.019,1.0,2.19,0.0,0.616,0.643,0.625,0.619,0.956,1.376,0.947,0.0,0.688,0.649
Elina Svitolina,2017 Toronto QF,W vsMuguruza,2017,0.783,0.569,0.043,0.25,2.43,0.048,0.518,0.635,0.571,0.852,0.63,1.444,0.792,0.048,0.628,0.546
Elina Svitolina,2017 Toronto R32,W vsKasatkina,2017,0.873,0.623,0.051,0.5,2.53,0.093,0.615,0.627,0.617,0.583,0.458,1.58,0.976,0.086,0.679,0.553
Elina Svitolina,2017 Wimbledon R16,L vsOstapenko,2017,0.75,0.52,0.13,0.462,2.63,0.018,0.485,0.698,0.583,0.657,1.0,1.534,0.653,0.02,0.525,0.619
Elina Svitolina,2017 Wimbledon R32,W vsWitthoeft,2017,0.769,0.6,0.062,0.75,2.29,0.026,0.573,0.634,0.599,0.468,0.938,1.35,0.886,0.019,0.659,0.621
Elina Svitolina,2017 Wimbledon R64,W vsSchiavone,2017,0.611,0.773,0.0,0.5,2.25,0.385,0.53,0.653,0.586,0.787,0.0,1.208,0.782,0.398,0.644,0.423
Elina Svitolina,2017 Wimbledon R128,W vsBarty,2017,0.733,0.53,0.022,0.5,2.13,0.408,0.506,0.552,0.526,0.458,0.053,1.23,0.912,0.388,0.578,0.398
Elina Svitolina,2017 Birmingham R16,L vsGiorgi,2017,0.643,0.519,0.083,0.429,2.28,0.108,0.5,0.507,0.501,0.923,0.607,1.249,0.986,0.083,0.451,0.491
Elina Svitolina,2017 Roland Garros QF,L vsHalep,2017,0.796,0.474,0.041,1.0,2.41,0.011,0.516,0.569,0.539,0.835,0.961,1.443,0.901,0.009,0.485,0.587
Elina Svitolina,2017 Roland Garros R16,W vsMartic,2017,0.74,0.509,0.013,0.0,2.14,0.024,0.45,0.637,0.536,0.326,0.365,1.241,0.688,0.017,0.59,0.459
Elina Svitolina,2017 Roland Garros R64,W vsPironkova,2017,0.788,0.619,0.013,0.0,2.48,0.107,0.518,0.64,0.573,0.698,0.111,1.478,0.783,0.088,0.63,0.449
Elina Svitolina,2017 Rome F,W vsHalep,2017,0.823,0.569,0.038,1.0,2.58,0.0,0.577,0.601,0.586,0.923,0.999,1.568,0.952,0.0,0.644,0.63
Elina Svitolina,2017 Rome QF,W vsPliskova,2017,0.81,0.569,0.048,0.0,2.58,0.08,0.543,0.607,0.57,0.923,0.488,1.557,0.88,0.072,0.627,0.523
