Player,Match,Result,Year,Serve_Power,Serve_Quick_Points,Serve_Rally_Control,First_Serve_Power,First_Serve_Dominance,Second_Serve_Aggression,Second_Serve_Effectiveness,First_Serve_Placement_Strategy,Second_Serve_Placement_Strategy,Serve_Type_Adaptability,Serve_Consistency,Power_Control_Balance,Clutch_Serving,Serve_Tactical_Intelligence,Serve_Match_Impact,Overall_Serve_Game
Elina Svitolina,2025 Miami R32,W vsMuchova,2025,0.259,0.358,0.508,0.308,0.41,0.62,0.283,0.397,0.132,0.35,0.775,0.565,0.416,0.329,0.385,0.375
Elina Svitolina,2025 Indian Wells QF,L vsAndreeva,2025,0.139,0.264,0.534,0.154,0.345,0.21,0.232,0.168,0.0,0.292,0.798,0.344,0.0,0.15,0.263,0.277
Elina Svitolina,2025 Indian Wells R64,W vsKrueger,2025,0.255,0.34,0.484,0.278,0.376,1.37,0.352,0.43,0.133,0.363,0.955,0.559,0.2,0.298,0.4,0.366
Elina Svitolina,2025 Doha R32,L vsPegula,2025,0.188,0.235,0.364,0.326,0.372,0.64,0.143,0.301,0.215,0.266,0.633,0.681,0.292,0.268,0.24,0.302
Elina Svitolina,2025 Doha R64,W vsVondrousova,2025,0.153,0.306,0.507,0.174,0.373,0.29,0.228,0.331,0.23,0.306,0.748,0.374,0.166,0.268,0.336,0.306
Elina Svitolina,2025 Australian Open QF,L vsKeys,2025,0.38,0.457,0.446,0.407,0.484,0.72,0.346,0.63,0.319,0.419,0.759,0.692,0.625,0.482,0.377,0.458
Elina Svitolina,2025 Australian Open R16,W vsKudermetova,2025,0.321,0.396,0.485,0.394,0.44,0.77,0.349,0.261,0.625,0.397,0.835,0.66,0.5,0.436,0.436,0.427
Elina Svitolina,2025 Australian Open R32,W vsPaolini,2025,0.216,0.311,0.566,0.361,0.514,0.28,0.206,0.66,0.39,0.372,0.54,0.567,0.8,0.519,0.409,0.402
Elina Svitolina,2024 US Open R32,L vsGauff,2024,0.138,0.276,0.574,0.216,0.393,0.87,0.191,0.572,0.14,0.299,0.667,0.386,0.166,0.295,0.269,0.313
Elina Svitolina,2024 Monterrey QF,L vsNoskova,2024,0.238,0.365,0.522,0.324,0.436,0.21,0.291,0.422,0.044,0.368,0.749,0.551,0.25,0.29,0.331,0.371
Elina Svitolina,2024 Monterrey R16,W vsAvanesyan,2024,0.26,0.42,0.667,0.393,0.563,0.14,0.294,0.715,0.03,0.438,0.584,0.53,0.5,0.425,0.482,0.441
Elina Svitolina,2024 Cincinnati R16,L vsSabalenka,2024,0.31,0.397,0.361,0.389,0.433,0.9,0.264,0.284,0.2,0.354,0.713,0.716,0.0,0.238,0.319,0.371
Elina Svitolina,2024 Paris Olympics R32,W vsPegula,2024,0.256,0.326,0.517,0.286,0.377,0.57,0.328,0.376,0.107,0.353,0.906,0.557,0.25,0.288,0.388,0.365
Elina Svitolina,2024 Wimbledon QF,L vsRybakina,2024,0.255,0.319,0.387,0.303,0.368,0.46,0.215,0.312,0.333,0.297,0.737,0.646,0.333,0.314,0.267,0.343
Elina Svitolina,2024 Wimbledon R32,W vsJabeur,2024,0.197,0.394,0.66,0.211,0.444,1.04,0.322,0.482,0.03,0.386,0.784,0.363,0.25,0.307,0.425,0.376
Elina Svitolina,2024 Bad Homburg R32,L vsWozniacki,2024,0.253,0.358,0.4,0.407,0.473,0.62,0.161,0.518,0.146,0.329,0.535,0.69,0.166,0.298,0.362,0.36
Elina Svitolina,2024 Roland Garros R16,L vsRybakina,2024,0.254,0.288,0.39,0.316,0.361,0.46,0.217,0.246,0.545,0.294,0.75,0.673,0.5,0.376,0.264,0.35
Elina Svitolina,2024 Roland Garros R64,W vsParry,2024,0.191,0.368,0.545,0.279,0.46,1.04,0.169,0.356,0.331,0.326,0.559,0.465,0.25,0.318,0.358,0.351
Elina Svitolina,2024 Roland Garros R128,W vsPliskova,2024,0.256,0.308,0.411,0.278,0.343,0.03,0.265,0.294,0.026,0.306,0.855,0.619,0.125,0.211,0.337,0.329
Elina Svitolina,2024 Rome R16,L vsSabalenka,2024,0.2,0.294,0.435,0.205,0.352,0.73,0.249,0.272,0.31,0.304,0.814,0.494,0.25,0.288,0.273,0.318
Elina Svitolina,2024 Rome R32,W vsKalinskaya,2024,0.288,0.404,0.528,0.375,0.498,0.43,0.244,0.664,0.174,0.381,0.602,0.602,0.5,0.42,0.419,0.416
Elina Svitolina,2024 Rome R64,W vsErrani,2024,0.097,0.226,0.558,0.222,0.436,1.19,0.148,0.464,0.217,0.303,0.563,0.377,0.375,0.332,0.333,0.3
Elina Svitolina,2024 Charleston R16,L vsMertens,2024,0.2,0.343,0.393,0.28,0.363,1.19,0.17,0.541,0.0,0.274,0.68,0.561,0.334,0.284,0.246,0.318
Elina Svitolina,2024 Charleston R32,W vsSaville,2024,0.196,0.286,0.455,0.211,0.32,0.37,0.254,0.193,0.111,0.288,0.876,0.489,0.0,0.176,0.317,0.298
Elina Svitolina,2024 Dubai R16,L vsSwiatek,2024,0.212,0.288,0.325,0.323,0.371,0.64,0.134,0.225,0.233,0.262,0.622,0.689,0.0,0.196,0.235,0.298
Elina Svitolina,2024 Auckland F,L vsGauff,2024,0.193,0.257,0.447,0.197,0.303,0.2,0.262,0.427,0.218,0.283,0.921,0.492,0.393,0.321,0.255,0.312
Elina Svitolina,2023 Montreal R64,L vsCollins,2023,0.34,0.4,0.345,0.424,0.442,0.97,0.252,0.436,0.167,0.353,0.684,0.761,0.2,0.302,0.318,0.39
Elina Svitolina,2023 Wimbledon SF,L vsVondrousova,2023,0.083,0.167,0.407,0.091,0.214,0.47,0.154,0.378,0.0,0.186,0.886,0.285,0.083,0.167,0.167,0.203
Elina Svitolina,2023 Wimbledon QF,W vsSwiatek,2023,0.294,0.385,0.559,0.403,0.535,0.53,0.245,0.305,0.0,0.401,0.56,0.619,0.0,0.221,0.441,0.396
Elina Svitolina,2023 Wimbledon R16,W vsAzarenka,2023,0.221,0.379,0.541,0.254,0.415,1.04,0.207,0.272,0.074,0.318,0.659,0.466,0.0,0.196,0.35,0.338
Elina Svitolina,2023 Wimbledon R128,W vsWilliams,2023,0.293,0.448,0.463,0.306,0.407,1.04,0.378,0.503,0.0,0.392,0.942,0.567,0.25,0.307,0.431,0.396
Elina Svitolina,2023 Roland Garros QF,L vsSabalenka,2023,0.244,0.28,0.466,0.259,0.334,0.97,0.295,0.476,0.067,0.315,0.925,0.576,0.286,0.292,0.283,0.341
Elina Svitolina,2023 Roland Garros R16,W vsKasatkina,2023,0.131,0.19,0.444,0.156,0.286,0.73,0.182,0.504,0.614,0.237,0.811,0.413,0.8,0.478,0.261,0.294
Elina Svitolina,2023 Roland Garros R32,W vsBlinkova,2023,0.14,0.226,0.5,0.2,0.313,0.58,0.223,0.371,0.254,0.271,0.836,0.427,0.166,0.267,0.298,0.287
Elina Svitolina,2023 Roland Garros R64,W vsHunter,2023,0.254,0.31,0.42,0.295,0.342,0.3,0.303,0.227,0.103,0.323,0.926,0.624,0.083,0.212,0.355,0.335
Elina Svitolina,2023 Roland Garros R128,W vsTrevisan,2023,0.184,0.327,0.65,0.257,0.416,1.19,0.221,0.317,0.208,0.326,0.677,0.416,0.0,0.235,0.358,0.342
Elina Svitolina,2023 Strasbourg F,W vsBlinkova,2023,0.12,0.2,0.476,0.13,0.252,0.0,0.244,0.277,0.244,0.247,0.985,0.345,0.266,0.256,0.272,0.26
Elina Svitolina,2022 Monterrey R32,W vsPotapova,2022,0.26,0.34,0.6,0.353,0.454,0.47,0.234,0.425,0.0,0.352,0.645,0.564,0.166,0.259,0.387,0.376
Elina Svitolina,2022 Adelaide 2 R32,L vsKeys,2022,0.273,0.338,0.408,0.415,0.47,0.09,0.206,0.321,0.157,0.348,0.59,0.715,0.166,0.268,0.313,0.365
Elina Svitolina,2022 Adelaide 1 R32,L vsGasanova,2022,0.224,0.318,0.4,0.254,0.379,0.22,0.2,0.557,0.292,0.296,0.699,0.57,0.479,0.384,0.266,0.341
Elina Svitolina,2021 Indian Wells R16,L vsPegula,2021,0.114,0.243,0.436,0.132,0.277,0.11,0.239,0.482,0.22,0.258,0.926,0.338,0.375,0.319,0.233,0.271
Elina Svitolina,2021 Indian Wells R64,W vsMartincova,2021,0.245,0.429,0.667,0.323,0.511,0.09,0.303,0.744,0.476,0.414,0.66,0.469,1.0,0.61,0.456,0.455
Elina Svitolina,2021 Chicago 2 QF,L vsJabeur,2021,0.268,0.366,0.408,0.225,0.342,0.13,0.348,0.357,0.333,0.343,0.989,0.552,0.416,0.359,0.309,0.364
Elina Svitolina,2021 Chicago 2 R16,W vsRuse,2021,0.295,0.361,0.537,0.313,0.449,0.21,0.318,0.277,0.089,0.387,0.769,0.58,0.0,0.228,0.426,0.383
Elina Svitolina,2021 Chicago 2 R32,W vsAnisimova,2021,0.339,0.429,0.471,0.32,0.414,0.13,0.427,0.289,0.056,0.418,0.975,0.615,0.0,0.236,0.46,0.404
Elina Svitolina,2021 US Open QF,L vsFernandez,2021,0.276,0.357,0.485,0.365,0.456,0.0,0.205,0.253,0.0,0.34,0.606,0.631,0.0,0.187,0.306,0.358
Elina Svitolina,2021 US Open R16,W vsHalep,2021,0.34,0.396,0.471,0.471,0.509,0.4,0.209,0.313,0.472,0.37,0.549,0.723,0.334,0.372,0.408,0.419
Elina Svitolina,2021 US Open R32,W vsKasatkina,2021,0.185,0.315,0.674,0.243,0.427,0.51,0.224,0.329,0.048,0.333,0.667,0.4,0.0,0.209,0.366,0.34
Elina Svitolina,2021 US Open R64,W vsMasarova,2021,0.271,0.5,0.8,0.314,0.554,1.04,0.329,0.4,0.111,0.45,0.638,0.416,0.0,0.282,0.495,0.446
Elina Svitolina,2021 US Open R128,W vsMarino,2021,0.358,0.472,0.594,0.4,0.458,0.82,0.528,0.534,0.048,0.488,0.871,0.603,0.2,0.351,0.536,0.466
Elina Svitolina,2021 Chicago 1 F,W vsCornet,2021,0.208,0.333,0.456,0.268,0.394,1.04,0.225,0.493,0.619,0.316,0.713,0.529,0.75,0.499,0.347,0.367
Elina Svitolina,2021 Cincinnati R32,L vsKerber,2021,0.151,0.29,0.527,0.14,0.327,0.64,0.269,0.532,0.048,0.299,0.89,0.334,0.3,0.295,0.269,0.305
Elina Svitolina,2021 Tokyo Olympics BR,W vsRybakina,2021,0.26,0.34,0.471,0.317,0.395,0.77,0.302,0.25,0.057,0.351,0.83,0.601,0.0,0.202,0.386,0.352
Elina Svitolina,2021 Tokyo Olympics SF,L vsVondrousova,2021,0.135,0.231,0.405,0.172,0.28,0.19,0.21,0.274,0.074,0.247,0.869,0.437,0.125,0.193,0.222,0.257
Elina Svitolina,2021 Tokyo Olympics QF,W vsGiorgi,2021,0.333,0.426,0.515,0.457,0.538,0.02,0.216,0.367,0.042,0.389,0.526,0.676,0.0,0.237,0.428,0.408
Elina Svitolina,2021 Tokyo Olympics R16,W vsSakkari,2021,0.288,0.337,0.5,0.438,0.502,0.61,0.163,0.404,0.021,0.345,0.508,0.69,0.125,0.248,0.38,0.376
Elina Svitolina,2021 Tokyo Olympics R32,W vsTomljanovic,2021,0.181,0.219,0.475,0.208,0.284,0.35,0.288,0.191,0.131,0.284,0.992,0.497,0.0,0.178,0.313,0.288
Elina Svitolina,2021 Tokyo Olympics R64,W vsSiegemund,2021,0.195,0.322,0.44,0.197,0.34,0.19,0.282,0.443,0.039,0.312,0.891,0.463,0.143,0.25,0.343,0.315
Elina Svitolina,2021 Roland Garros R32,L vsKrejcikova,2021,0.167,0.258,0.358,0.175,0.29,0.11,0.192,0.533,0.233,0.244,0.822,0.491,0.4,0.331,0.22,0.286
Elina Svitolina,2021 Roland Garros R64,W vsLi,2021,0.151,0.302,0.591,0.129,0.352,0.49,0.276,0.761,0.167,0.316,0.859,0.297,0.5,0.412,0.347,0.335
Elina Svitolina,2021 Rome QF,L vsSwiatek,2021,0.182,0.236,0.452,0.179,0.28,0.3,0.288,0.306,0.374,0.282,0.985,0.47,0.334,0.316,0.254,0.305
Elina Svitolina,2021 Madrid R64,L vsTeichmann,2021,0.182,0.283,0.45,0.234,0.353,0.69,0.178,0.372,0.035,0.272,0.704,0.502,0.166,0.223,0.245,0.298
Elina Svitolina,2021 Stuttgart QF,W vsKvitova,2021,0.3,0.408,0.45,0.342,0.449,0.14,0.256,0.413,0.058,0.359,0.679,0.624,0.166,0.271,0.395,0.382
Elina Svitolina,2021 Miami SF,L vsBarty,2021,0.127,0.175,0.389,0.179,0.246,0.71,0.17,0.581,0.059,0.211,0.859,0.481,0.357,0.284,0.19,0.253
Elina Svitolina,2021 Doha R16,W vsDoi,2021,0.22,0.463,0.625,0.231,0.405,1.04,0.445,0.655,0.197,0.421,0.923,0.386,0.5,0.439,0.463,0.417
Elina Svitolina,2021 Australian Open R16,L vsPegula,2021,0.25,0.313,0.478,0.339,0.418,0.06,0.214,0.333,0.373,0.324,0.665,0.621,0.334,0.337,0.291,0.362
Elina Svitolina,2021 Australian Open R64,W vsGauff,2021,0.235,0.382,0.569,0.279,0.444,0.56,0.272,0.422,0.294,0.364,0.709,0.485,0.166,0.322,0.4,0.377
Elina Svitolina,2021 Australian Open R128,W vsBouzkova,2021,0.218,0.287,0.506,0.298,0.398,0.49,0.232,0.423,0.028,0.321,0.718,0.561,0.166,0.252,0.353,0.337
Elina Svitolina,2021 Abu Dhabi QF,L vsKudermetova,2021,0.347,0.386,0.435,0.475,0.479,0.11,0.275,0.482,0.1,0.384,0.666,0.752,0.375,0.345,0.346,0.415
Elina Svitolina,2021 Abu Dhabi R16,W vsAlexandrova,2021,0.282,0.342,0.43,0.394,0.464,0.07,0.206,0.542,0.267,0.345,0.597,0.693,0.416,0.383,0.379,0.385
Elina Svitolina,2020 Roland Garros QF,L vsPodoroska,2020,0.071,0.125,0.314,0.056,0.145,0.43,0.179,0.559,0.533,0.16,0.933,0.27,0.834,0.449,0.144,0.214
Elina Svitolina,2020 Roland Garros R64,W vsZarazua,2020,0.178,0.233,0.433,0.245,0.313,1.04,0.18,0.383,0.214,0.251,0.767,0.549,0.166,0.253,0.276,0.291
Elina Svitolina,2020 Strasbourg F,W vsRybakina,2020,0.133,0.244,0.579,0.183,0.353,0.8,0.172,0.468,0.418,0.269,0.697,0.358,0.416,0.368,0.296,0.308
Elina Svitolina,2020 Strasbourg SF,W vsSabalenka,2020,0.205,0.253,0.531,0.222,0.347,0.4,0.271,0.407,0.292,0.311,0.859,0.486,0.333,0.331,0.342,0.335
Elina Svitolina,2020 Monterrey F,W vsBouzkova,2020,0.171,0.276,0.545,0.229,0.398,0.36,0.197,0.375,0.027,0.305,0.668,0.443,0.166,0.236,0.335,0.313
Elina Svitolina,2020 Monterrey SF,W vsRus,2020,0.486,0.541,0.556,0.667,0.686,0.11,0.267,0.296,0.296,0.492,0.433,0.775,0.0,0.315,0.541,0.51
Elina Svitolina,2020 Monterrey QF,W vsFernandez,2020,0.294,0.353,0.625,0.436,0.502,1.04,0.282,0.462,0.329,0.4,0.645,0.624,0.334,0.385,0.44,0.426
Elina Svitolina,2020 Australian Open R32,L vsMuguruza,2020,0.212,0.269,0.317,0.25,0.297,1.04,0.146,0.33,0.048,0.227,0.74,0.642,0.214,0.209,0.204,0.283
Elina Svitolina,2020 Australian Open R64,W vsDavis,2020,0.257,0.386,0.529,0.34,0.456,0.61,0.196,0.571,0.114,0.335,0.595,0.564,0.375,0.346,0.369,0.381
Elina Svitolina,2020 Brisbane R32,L vsCollins,2020,0.262,0.286,0.179,0.167,0.202,0.97,0.327,0.229,0.111,0.258,0.779,0.709,0.0,0.171,0.232,0.283
Elina Svitolina,2019 Shenzhen Finals F,L vsBarty,2019,0.231,0.246,0.408,0.333,0.364,0.62,0.195,0.658,0.402,0.285,0.713,0.684,0.834,0.493,0.257,0.358
Elina Svitolina,2019 Shenzhen Finals SF,W vsBencic,2019,0.347,0.48,0.543,0.522,0.57,0.39,0.275,0.289,0.097,0.433,0.554,0.682,0.0,0.25,0.476,0.437
Elina Svitolina,2019 Shenzhen Finals RR,W vsHalep,2019,0.219,0.266,0.51,0.353,0.455,0.64,0.17,0.221,0.153,0.323,0.566,0.616,0.166,0.237,0.356,0.338
Elina Svitolina,2019 Shenzhen Finals RR,W vsKenin,2019,0.313,0.373,0.472,0.417,0.465,0.34,0.28,0.421,0.018,0.379,0.69,0.688,0.166,0.273,0.417,0.394
Elina Svitolina,2019 Shenzhen Finals RR,W vsPliskova,2019,0.228,0.354,0.5,0.25,0.363,0.59,0.322,0.292,0.075,0.343,0.922,0.498,0.0,0.211,0.377,0.341
Elina Svitolina,2019 Moscow R16,L vsKudermetova,2019,0.327,0.357,0.383,0.426,0.437,0.68,0.244,0.303,0.133,0.347,0.68,0.758,0.166,0.259,0.312,0.378
Elina Svitolina,2019 Beijing QF,L vsBertens,2019,0.153,0.25,0.5,0.2,0.343,0.66,0.209,0.36,0.0,0.281,0.765,0.429,0.0,0.184,0.253,0.284
Elina Svitolina,2019 Beijing R16,W vsKenin,2019,0.307,0.402,0.541,0.4,0.494,0.27,0.266,0.541,0.011,0.388,0.634,0.626,0.357,0.337,0.427,0.413
Elina Svitolina,2019 Beijing R32,W vsWang,2019,0.176,0.259,0.536,0.212,0.346,0.67,0.239,0.322,0.058,0.296,0.808,0.443,0.0,0.194,0.325,0.302
Elina Svitolina,2019 Beijing R64,W vsSevastova,2019,0.135,0.24,0.577,0.193,0.363,0.6,0.194,0.461,0.018,0.284,0.713,0.373,0.25,0.259,0.313,0.297
Elina Svitolina,2019 Wuhan QF,L vsRiske Amritraj,2019,0.232,0.261,0.333,0.289,0.328,0.18,0.22,0.34,0.0,0.277,0.806,0.69,0.143,0.207,0.25,0.305
Elina Svitolina,2019 Wuhan R16,W vsKuznetsova,2019,0.191,0.319,0.657,0.2,0.397,0.84,0.313,0.22,0.25,0.357,0.846,0.374,0.25,0.287,0.393,0.354
Elina Svitolina,2019 Guangzhou R16,L vsBouzkova,2019,0.186,0.3,0.52,0.25,0.418,0.46,0.276,0.532,0.063,0.352,0.753,0.477,0.334,0.326,0.316,0.345
Elina Svitolina,2019 US Open SF,L vsWilliams,2019,0.242,0.274,0.395,0.35,0.366,0.66,0.18,0.3,0.211,0.28,0.689,0.696,0.266,0.268,0.308,0.329
Elina Svitolina,2019 US Open QF,W vsKonta,2019,0.188,0.275,0.518,0.205,0.328,1.04,0.286,0.296,0.124,0.307,0.92,0.449,0.0,0.207,0.338,0.309
Elina Svitolina,2019 US Open R16,W vsKeys,2019,0.393,0.482,0.688,0.425,0.58,0.47,0.316,0.318,0.139,0.458,0.59,0.596,0.0,0.275,0.503,0.469
Elina Svitolina,2019 US Open R128,W vsOsuigwe,2019,0.189,0.245,0.512,0.25,0.345,1.04,0.228,0.437,0.139,0.29,0.791,0.512,0.25,0.281,0.319,0.317
Elina Svitolina,2019 Cincinnati R16,L vsKenin,2019,0.262,0.361,0.442,0.484,0.529,0.8,0.172,0.321,0.039,0.365,0.49,0.719,0.0,0.218,0.328,0.369
Elina Svitolina,2019 Toronto  QF,L vsKenin,2019,0.271,0.329,0.426,0.386,0.423,0.3,0.199,0.207,0.137,0.319,0.638,0.69,0.0,0.196,0.287,0.346
Elina Svitolina,2019 Toronto  R16,W vsBencic,2019,0.356,0.39,0.378,0.441,0.457,0.56,0.275,0.327,0.061,0.372,0.695,0.766,0.125,0.251,0.409,0.394
Elina Svitolina,2019 Wimbledon SF,L vsHalep,2019,0.13,0.185,0.383,0.139,0.23,1.04,0.19,0.259,0.575,0.211,0.923,0.428,0.5,0.351,0.19,0.259
Elina Svitolina,2019 Wimbledon QF,W vsMuchova,2019,0.164,0.209,0.455,0.237,0.317,0.62,0.191,0.608,0.241,0.258,0.778,0.527,0.416,0.356,0.284,0.303
Elina Svitolina,2019 Wimbledon R16,W vsMartic,2019,0.23,0.284,0.577,0.34,0.471,0.76,0.131,0.476,0.52,0.314,0.507,0.57,0.584,0.442,0.346,0.377
Elina Svitolina,2019 Wimbledon R32,W vsSakkari,2019,0.21,0.29,0.481,0.217,0.342,0.26,0.236,0.429,0.361,0.293,0.809,0.493,0.1,0.295,0.322,0.324
Elina Svitolina,2019 Wimbledon R64,W vsGasparyan,2019,0.165,0.275,0.5,0.197,0.328,1.04,0.165,0.449,0.133,0.253,0.722,0.426,0.25,0.267,0.278,0.295
Elina Svitolina,2019 Wimbledon R128,W vsSaville,2019,0.304,0.464,0.526,0.324,0.478,0.4,0.31,0.215,0.472,0.4,0.714,0.552,0.5,0.397,0.44,0.424
Elina Svitolina,2019 Birmingham R32,L vsGasparyan,2019,0.238,0.345,0.441,0.264,0.366,0.91,0.298,0.389,0.089,0.333,0.872,0.553,0.166,0.262,0.3,0.343
Elina Svitolina,2019 Roland Garros R128,W vsWilliams,2019,0.103,0.207,0.5,0.036,0.235,0.21,0.265,0.41,0.129,0.247,0.941,0.189,0.25,0.257,0.272,0.246
Elina Svitolina,2019 Rome R32,L vsAzarenka,2019,0.116,0.137,0.382,0.145,0.247,0.49,0.082,0.428,0.229,0.171,0.719,0.45,0.347,0.269,0.154,0.229
Elina Svitolina,2019 Miami R64,L vsWang,2019,0.125,0.208,0.474,0.175,0.328,0.47,0.154,0.603,0.596,0.247,0.706,0.403,0.916,0.522,0.272,0.308
Elina Svitolina,2019 Indian Wells SF,L vsAndreescu,2019,0.169,0.191,0.431,0.2,0.276,0.42,0.216,0.421,0.27,0.248,0.887,0.519,0.366,0.311,0.223,0.288
Elina Svitolina,2019 Indian Wells QF,W vsVondrousova,2019,0.137,0.176,0.506,0.139,0.273,0.64,0.181,0.481,0.352,0.23,0.832,0.374,0.334,0.325,0.253,0.273
Elina Svitolina,2019 Indian Wells R16,W vsBarty,2019,0.183,0.26,0.476,0.211,0.337,0.16,0.228,0.524,0.532,0.286,0.804,0.479,0.693,0.464,0.315,0.336
Elina Svitolina,2019 Indian Wells R64,W vsKenin,2019,0.231,0.317,0.573,0.309,0.432,0.23,0.22,0.441,0.156,0.334,0.654,0.532,0.214,0.296,0.367,0.361
Elina Svitolina,2019 Dubai SF,L vsBencic,2019,0.232,0.347,0.455,0.328,0.423,0.81,0.163,0.491,0.056,0.303,0.595,0.592,0.25,0.281,0.273,0.344
Elina Svitolina,2019 Dubai QF,W vsSuarez Navarro,2019,0.186,0.339,0.565,0.233,0.396,0.21,0.306,0.381,0.343,0.353,0.835,0.425,0.25,0.336,0.389,0.354
Elina Svitolina,2019 Dubai R16,W vsMuguruza,2019,0.283,0.348,0.581,0.304,0.399,0.01,0.4,0.364,0.139,0.398,0.997,0.55,0.0,0.26,0.437,0.389
Elina Svitolina,2019 Doha SF,L vsHalep,2019,0.138,0.255,0.564,0.185,0.351,0.32,0.226,0.431,0.332,0.293,0.779,0.367,0.416,0.353,0.264,0.313
Elina Svitolina,2019 Doha QF,W vsMuchova,2019,0.296,0.407,0.541,0.324,0.47,0.33,0.25,0.397,0.364,0.368,0.644,0.565,0.5,0.399,0.405,0.41
Elina Svitolina,2019 Australian Open QF,L vsOsaka,2019,0.173,0.231,0.375,0.233,0.318,0.14,0.165,0.316,0.095,0.247,0.737,0.571,0.143,0.21,0.222,0.276
Elina Svitolina,2019 Australian Open R16,W vsKeys,2019,0.226,0.298,0.492,0.236,0.352,0.62,0.279,0.528,0.396,0.317,0.865,0.516,0.708,0.453,0.349,0.362
Elina Svitolina,2019 Australian Open R32,W vsZhang,2019,0.157,0.216,0.512,0.25,0.335,1.19,0.181,0.392,0.252,0.263,0.735,0.496,0.375,0.309,0.289,0.302
Elina Svitolina,2019 Australian Open R64,W vsHruncakova,2019,0.364,0.455,0.618,0.457,0.514,0.43,0.388,0.325,0.0,0.455,0.778,0.636,0.25,0.297,0.5,0.456
Elina Svitolina,2019 Australian Open R128,W vsGolubic,2019,0.264,0.34,0.514,0.333,0.396,0.17,0.321,0.389,0.222,0.36,0.861,0.594,0.0,0.266,0.396,0.37
Elina Svitolina,2018 Singapore F,W vsStephens,2018,0.143,0.179,0.507,0.185,0.294,0.64,0.184,0.389,0.426,0.243,0.803,0.434,0.5,0.36,0.267,0.29
Elina Svitolina,2018 Singapore SF,W vsBertens,2018,0.207,0.256,0.532,0.239,0.343,0.56,0.275,0.401,0.591,0.311,0.873,0.502,0.625,0.448,0.342,0.355
Elina Svitolina,2018 Singapore RR,W vsPliskova,2018,0.269,0.301,0.424,0.382,0.416,0.4,0.2,0.458,0.537,0.316,0.649,0.703,0.786,0.482,0.347,0.384
Elina Svitolina,2018 Singapore RR,W vsKvitova,2018,0.333,0.365,0.415,0.39,0.391,0.49,0.336,0.26,0.065,0.364,0.895,0.718,0.0,0.211,0.401,0.378
Elina Svitolina,2018 Singapore RR,W vsWozniacki,2018,0.21,0.27,0.545,0.238,0.368,0.39,0.245,0.483,0.271,0.31,0.782,0.49,0.45,0.365,0.341,0.346
Elina Svitolina,2018 Wuhan R32,L vsSabalenka,2018,0.275,0.33,0.424,0.396,0.441,0.02,0.214,0.711,0.33,0.336,0.635,0.7,0.8,0.502,0.302,0.397
Elina Svitolina,2018 US Open R16,L vsSevastova,2018,0.172,0.188,0.412,0.2,0.276,0.02,0.163,0.238,0.379,0.223,0.798,0.537,0.166,0.246,0.201,0.271
Elina Svitolina,2018 US Open R64,W vsMaria,2018,0.213,0.489,0.6,0.276,0.482,0.09,0.341,0.435,0.256,0.416,0.755,0.414,0.0,0.304,0.458,0.397
Elina Svitolina,2018 Cincinnati QF,L vsBertens,2018,0.224,0.269,0.404,0.26,0.297,1.04,0.263,0.556,0.606,0.28,0.934,0.603,0.834,0.511,0.252,0.353
Elina Svitolina,2018 Montreal SF,L vsStephens,2018,0.182,0.327,0.442,0.273,0.383,0.66,0.205,0.307,0.455,0.3,0.702,0.52,0.6,0.393,0.27,0.338
Elina Svitolina,2018 Montreal QF,W vsMertens,2018,0.212,0.333,0.532,0.293,0.426,0.27,0.223,0.408,0.262,0.332,0.667,0.516,0.5,0.367,0.365,0.362
Elina Svitolina,2018 Birmingham QF,L vsBuzarnescu,2018,0.279,0.41,0.375,0.293,0.409,1.37,0.246,0.559,0.18,0.333,0.723,0.611,0.375,0.356,0.3,0.371
Elina Svitolina,2018 Roland Garros R32,L vsBuzarnescu,2018,0.259,0.309,0.373,0.286,0.3,0.66,0.334,0.379,0.221,0.314,0.935,0.651,0.188,0.283,0.283,0.34
Elina Svitolina,2018 Roland Garros R64,W vsHruncakova,2018,0.299,0.343,0.511,0.341,0.421,0.11,0.308,0.459,0.482,0.368,0.799,0.624,0.584,0.452,0.404,0.41
Elina Svitolina,2018 Rome F,W vsHalep,2018,0.205,0.295,0.706,0.259,0.421,0.33,0.306,0.344,0.194,0.366,0.795,0.426,0.0,0.254,0.403,0.363
Elina Svitolina,2018 Rome SF,W vsKontaveit,2018,0.296,0.389,0.556,0.351,0.436,0.38,0.34,0.398,0.148,0.39,0.826,0.585,0.166,0.299,0.429,0.402
Elina Svitolina,2018 Rome R16,W vsKasatkina,2018,0.047,0.234,0.483,0.05,0.287,0.71,0.126,0.602,0.636,0.212,0.724,0.131,0.834,0.499,0.234,0.258
Elina Svitolina,2018 Madrid R32,L vsSuarez Navarro,2018,0.163,0.314,0.557,0.2,0.354,0.3,0.258,0.708,0.556,0.309,0.825,0.386,1.0,0.576,0.278,0.366
Elina Svitolina,2018 Miami R64,W vsOsaka,2018,0.278,0.444,0.632,0.375,0.511,1.19,0.215,0.2,0.042,0.374,0.553,0.534,0.0,0.198,0.412,0.394
Elina Svitolina,2018 Dubai F,W vsKasatkina,2018,0.082,0.163,0.682,0.107,0.3,0.64,0.24,0.287,0.2,0.272,0.887,0.215,0.0,0.206,0.299,0.263
