Player,Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
Karolina Muchova,2024 Beijing F,L vsGauff,4.8,5.5,4.1,30.8%,33.3%,70.0%,35.3%,42.2%,26.1%,-3.0,-4.2,-12.0,-14.5
Karolina Muchova,2024 Beijing SF,W vsZheng,2.9,3.2,2.7,55.2%,73.7%,40.0%,50.0%,59.5%,28.6%,9.0,17.0,12.0,34.3
Karolina Muchova,2024 Beijing QF,W vsSabalenka,3.2,3.2,3.3,52.2%,48.1%,46.7%,33.3%,51.9%,23.1%,14.0,13.9,6.0,6.9
Karolina Muchova,2024 US Open SF,L vsPegula,4.8,4.1,5.5,47.1%,48.8%,60.9%,52.4%,53.8%,36.2%,1.0,0.6,5.0,5.2
Karolina Muchova,2024 US Open QF,W vsHaddad Maia,3.8,3.4,4.2,60.0%,54.5%,53.8%,57.1%,56.5%,30.0%,15.5,21.8,1.5,3.3
Karolina Muchova,2024 US Open R16,W vsPaolini,4.0,3.5,4.4,63.8%,63.2%,38.5%,57.1%,54.3%,29.7%,7.0,8.6,0.0,0.0
Karolina Muchova,2024 US Open R32,W vsPotapova,3.5,3.6,3.4,64.1%,54.2%,50.0%,75.0%,48.5%,34.8%,8.5,16.0,9.0,20.0
Karolina Muchova,2024 US Open R64,W vsOsaka,3.1,3.3,3.1,56.8%,59.1%,41.7%,16.7%,50.7%,52.0%,0.5,0.8,0.0,0.0
Karolina Muchova,2024 Paris Olympics R64,L vsFernandez,4.3,4.1,4.5,44.6%,43.3%,56.0%,54.5%,55.6%,23.2%,-3.0,-2.1,3.0,3.1
Karolina Muchova,2024 Palermo F,L vsZheng,4.1,4.3,4.0,47.9%,45.2%,47.6%,45.5%,51.1%,24.2%,-2.5,-1.9,-6.0,-5.3
Karolina Muchova,2023 US Open SF,L vsGauff,5.4,5.8,5.0,45.9%,25.8%,57.9%,52.4%,49.2%,26.8%,-5.5,-4.2,-8.0,-7.3
Karolina Muchova,2023 US Open QF,W vsCirstea,4.6,4.3,4.9,56.9%,61.8%,63.2%,63.6%,52.5%,28.6%,15.5,16.7,7.5,10.4
Karolina Muchova,2023 US Open R16,W vsWang,3.8,3.3,4.5,55.4%,58.7%,50.0%,50.0%,36.9%,28.5%,13.0,15.1,5.0,3.9
Karolina Muchova,2023 US Open R32,W vsTownsend,4.1,4.3,4.0,59.7%,55.1%,58.3%,45.5%,59.2%,21.5%,15.5,13.2,1.0,1.4
Karolina Muchova,2023 Cincinnati F,L vsGauff,4.2,4.5,3.8,45.2%,42.1%,63.6%,40.0%,51.2%,34.2%,6.5,5.7,0.5,0.6
Karolina Muchova,2023 Cincinnati SF,W vsSabalenka,3.2,3.1,3.3,54.0%,50.0%,50.0%,50.0%,46.3%,39.0%,1.0,1.3,1.0,1.4
Karolina Muchova,2023 Cincinnati QF,W vsBouzkova,3.4,3.4,3.5,100.0%,71.4%,100.0%,-,50.0%,33.3%,2.5,27.8,1.0,16.7
Karolina Muchova,2023 Montreal R16,L vsSwiatek,3.5,3.4,3.7,46.0%,52.0%,52.9%,25.0%,56.1%,28.0%,3.5,2.5,6.0,7.7
Karolina Muchova,2023 Montreal R64,W vsPotapova,3.6,3.4,3.8,56.5%,56.8%,72.2%,14.3%,47.3%,35.5%,6.5,7.8,15.5,22.8
Karolina Muchova,2023 Roland Garros F,L vsSwiatek,4.5,4.2,4.9,50.6%,37.7%,60.0%,25.0%,55.4%,37.7%,0.0,0.0,-7.0,-7.8
Karolina Muchova,2023 Roland Garros SF,W vsSabalenka,3.6,3.7,3.6,59.4%,38.5%,56.0%,25.0%,49.8%,38.8%,6.5,4.8,5.5,5.9
Karolina Muchova,2023 Roland Garros QF,W vsPavlyuchenkova,3.6,3.9,3.3,55.0%,65.4%,53.3%,80.0%,50.0%,27.0%,10.5,13.3,3.0,4.9
Karolina Muchova,2023 Roland Garros R16,W vsAvanesyan,4.6,4.3,4.8,60.0%,53.2%,47.1%,45.5%,51.5%,28.4%,12.0,10.9,9.5,11.6
Karolina Muchova,2023 Roland Garros R32,W vsBegu,4.9,4.2,5.5,56.4%,62.5%,52.9%,68.8%,52.4%,23.3%,3.0,2.6,10.0,11.1
Karolina Muchova,2023 Roland Garros R64,W vsPodoroska,4.0,4.2,3.9,44.1%,61.5%,55.0%,33.3%,54.4%,28.7%,3.5,2.8,9.5,12.5
Karolina Muchova,2023 Roland Garros R128,W vsSakkari,4.3,4.5,4.1,47.6%,56.4%,64.0%,54.5%,38.2%,33.1%,15.0,15.3,-3.0,-2.6
Karolina Muchova,2023 Rome R16,L vsBadosa,4.7,5.1,4.4,49.5%,48.6%,36.7%,51.9%,53.4%,30.5%,14.5,6.8,-5.5,-4.0
Karolina Muchova,2023 Miami R32,L vsCirstea,3.7,3.9,3.4,36.8%,51.6%,27.3%,66.7%,55.3%,28.9%,2.0,2.4,0.5,1.0
Karolina Muchova,2023 Miami R128,W vsTeichmann,3.3,2.7,3.9,64.3%,80.8%,40.0%,100.0%,50.0%,13.6%,7.5,18.3,7.0,18.9
Karolina Muchova,2023 Indian Wells R16,W vsVondrousova,4.6,4.7,4.5,51.1%,51.7%,56.3%,40.0%,49.6%,25.4%,2.0,1.2,4.0,3.0
Karolina Muchova,2023 Indian Wells R32,W vsTrevisan,3.7,3.1,4.2,52.6%,60.0%,40.0%,30.0%,49.0%,18.5%,8.0,6.3,0.0,0.0
Karolina Muchova,2023 Dubai R64,W vsPera,2.6,2.5,2.6,58.1%,52.4%,100.0%,100.0%,56.3%,11.9%,1.0,2.0,-2.0,-5.9
Karolina Muchova,2023 Australian Open R64,L vsCollins,4.1,4.2,4.0,43.9%,47.7%,70.0%,40.0%,48.2%,28.6%,-1.0,-0.6,-5.5,-4.0
Karolina Muchova,2022 BJK Cup RR,L vsGolubic,4.8,5.0,4.5,38.6%,53.8%,37.0%,44.4%,52.2%,31.5%,-3.0,-2.7,-0.5,-0.7
Karolina Muchova,2022 BJK Cup RR,W vsFrech,4.5,4.2,4.9,62.0%,58.8%,58.8%,55.6%,47.9%,36.8%,15.0,22.1,-0.5,-0.9
Karolina Muchova,2022 Ostrava R16,L vsMcnally,5.5,5.4,5.5,50.8%,33.3%,50.0%,26.9%,48.3%,34.1%,7.5,5.6,4.0,3.8
Karolina Muchova,2022 Wimbledon R128,L vsHalep,4.0,3.9,4.1,41.5%,23.8%,42.9%,42.9%,52.4%,35.3%,-9.5,-14.0,-3.5,-8.3
Karolina Muchova,2022 Berlin R32,L vsJabeur,3.5,3.8,3.1,46.4%,42.9%,28.6%,50.0%,43.2%,37.5%,0.0,0.0,0.0,0.0
Karolina Muchova,2022 Roland Garros R64,W vsSakkari,4.4,4.6,4.2,51.0%,50.8%,56.5%,71.4%,60.5%,33.6%,24.5,13.2,6.5,7.5
Karolina Muchova,2022 Madrid R64,W vsZheng,3.9,3.8,3.9,50.5%,54.3%,55.6%,30.8%,46.9%,32.4%,7.5,6.7,-2.5,-2.6
Karolina Muchova,2021 US Open R128,L vsSorribes Tormo,6.5,6.6,6.4,47.3%,45.2%,53.6%,42.4%,57.0%,20.7%,7.5,3.1,-8.0,-5.4
Karolina Muchova,2021 Cincinnati R32,W vsAndreescu,3.2,3.0,3.5,55.7%,60.0%,66.7%,50.0%,63.7%,26.4%,9.0,11.4,-8.5,-23.6
Karolina Muchova,2021 Wimbledon QF,L vsKerber,4.5,4.7,4.3,49.1%,34.4%,45.5%,35.7%,48.8%,49.1%,-14.0,-16.1,0.5,1.0
Karolina Muchova,2021 Wimbledon R16,W vsBadosa,4.0,4.3,3.8,54.2%,46.3%,42.9%,72.7%,61.7%,40.2%,3.5,3.0,2.5,5.3
Karolina Muchova,2021 Madrid R16,W vsSakkari,4.5,4.7,4.3,53.4%,45.3%,69.2%,57.1%,35.7%,22.1%,11.0,8.9,-7.5,-4.0
Karolina Muchova,2021 Madrid R32,W vsOsaka,3.7,4.2,3.3,48.3%,60.0%,64.3%,55.6%,50.2%,22.6%,10.5,10.4,7.5,8.6
Karolina Muchova,2021 Australian Open SF,L vsBrady,3.6,3.4,3.8,49.5%,61.1%,38.9%,50.0%,46.8%,18.9%,12.5,12.6,-7.0,-6.7
Karolina Muchova,2021 Australian Open QF,W vsBarty,4.2,4.4,4.0,52.4%,50.0%,54.5%,46.2%,49.6%,32.6%,4.0,3.7,-0.5,-0.6
Karolina Muchova,2021 Australian Open R16,W vsMertens,4.8,4.2,5.4,47.8%,60.5%,38.9%,72.2%,48.8%,24.2%,6.0,4.5,3.0,2.7
Karolina Muchova,2021 Australian Open R32,W vsPliskova,3.6,3.7,3.4,56.6%,48.0%,46.2%,60.0%,46.5%,21.4%,7.0,7.2,-4.0,-4.0
Karolina Muchova,2021 Gippsland Trophy R16,W vsPaolini,3.4,3.0,3.8,52.9%,57.4%,42.1%,40.0%,46.9%,14.8%,6.0,6.4,-2.5,-2.3
Karolina Muchova,2020 Roland Garros R128,L vsMcHale,4.8,5.4,4.2,38.3%,37.0%,63.2%,40.0%,54.4%,27.2%,-0.5,-0.4,-7.5,-9.1
Karolina Muchova,2020 US Open R16,L vsAzarenka,4.7,4.8,4.5,46.4%,34.8%,57.7%,50.0%,50.4%,32.8%,-7.0,-3.8,-1.5,-1.2
Karolina Muchova,2020 US Open R32,W vsCirstea,3.9,3.7,4.1,50.0%,48.9%,38.1%,46.7%,53.0%,21.1%,-1.0,-0.7,0.5,0.4
Karolina Muchova,2020 Cincinnati R32,L vsOsaka,3.4,3.4,3.3,46.2%,56.1%,40.0%,50.0%,45.7%,28.4%,16.0,16.2,-11.0,-11.6
Karolina Muchova,2020 Doha R32,L vsBertens,4.1,3.7,4.4,47.6%,47.1%,41.2%,37.5%,61.8%,32.1%,-10.0,-9.9,-2.0,-4.1
Karolina Muchova,2020 Australian Open R64,L vsBellis,4.4,4.5,4.4,43.3%,46.9%,55.0%,50.0%,51.8%,29.9%,-5.0,-4.9,3.0,4.1
Karolina Muchova,2020 Australian Open R128,W vsFlipkens,4.0,4.1,3.9,45.3%,60.3%,42.3%,60.0%,45.3%,28.0%,11.0,8.8,7.5,6.6
Karolina Muchova,2019 Zhuhai SF,L vsSabalenka,3.1,3.4,2.9,45.7%,45.0%,46.7%,100.0%,42.9%,29.4%,-2.0,-3.0,-7.0,-9.6
Karolina Muchova,2019 Zhuhai RR,W vsRiske Amritraj,4.2,4.4,3.9,51.1%,47.8%,64.7%,57.1%,39.4%,42.9%,8.0,8.8,-1.5,-1.7
Karolina Muchova,2019 Zhuhai RR,W vsKenin,4.5,4.7,4.4,52.8%,54.8%,55.2%,57.9%,44.8%,38.5%,4.5,3.8,4.0,3.8
Karolina Muchova,2019 Moscow SF,L vsPavlyuchenkova,4.1,4.2,4.0,45.1%,49.3%,48.0%,23.1%,48.1%,34.1%,-2.5,-2.1,1.5,1.4
Karolina Muchova,2019 Moscow QF,W vsAlexandrova,3.7,4.4,2.9,50.0%,42.9%,86.4%,57.1%,44.9%,32.0%,-0.5,-0.7,10.0,16.1
Karolina Muchova,2019 Seoul F,W vsLinette,4.2,3.6,4.5,70.8%,65.2%,46.2%,66.7%,39.3%,26.5%,11.5,18.5,6.5,9.0
Karolina Muchova,2019 Seoul SF,W vsWang,4.9,5.2,4.7,47.8%,65.0%,52.2%,56.3%,54.2%,24.1%,1.5,1.1,10.5,10.3
Karolina Muchova,2019 Seoul QF,W vsHon,3.3,3.2,3.3,53.4%,66.7%,77.8%,57.1%,53.0%,28.6%,8.0,12.9,1.5,3.0
Karolina Muchova,2019 US Open R64,W vsHsieh,3.6,3.6,3.6,53.4%,63.3%,46.7%,44.4%,45.2%,30.2%,-0.5,-0.5,0.0,0.0
Karolina Muchova,2019 US Open R128,W vsRybakina,3.0,3.1,3.0,58.5%,44.1%,37.5%,100.0%,44.4%,17.5%,-5.0,-9.1,3.5,5.4
Karolina Muchova,2019 Wimbledon QF,L vsSvitolina,4.5,4.4,4.7,46.7%,49.0%,38.5%,61.5%,50.4%,35.8%,1.0,1.0,4.0,5.5
Karolina Muchova,2019 Wimbledon R16,W vsPliskova,3.7,3.9,3.5,52.1%,50.0%,56.3%,33.3%,51.3%,40.8%,8.5,6.1,-4.0,-3.8
Karolina Muchova,2019 Wimbledon R32,W vsKontaveit,3.5,3.9,3.2,52.2%,57.5%,53.8%,50.0%,61.1%,53.2%,10.0,10.1,5.0,15.2
Karolina Muchova,2019 Wimbledon R128,W vsKrunic,3.7,3.4,3.8,54.7%,67.6%,42.1%,75.0%,42.1%,34.7%,12.0,17.6,6.5,8.6
Karolina Muchova,2019 S-Hertogenbosch R32,L vsRiske Amritraj,3.5,3.8,3.3,48.6%,41.3%,63.2%,20.0%,49.6%,34.4%,-0.5,-0.5,5.0,6.3
Karolina Muchova,2019 Prague F,L vsTeichmann,5.4,5.2,5.7,49.4%,50.0%,44.8%,47.4%,43.2%,21.3%,-3.5,-1.8,-1.5,-0.7
Karolina Muchova,2019 Prague SF,W vsPera,4.3,3.8,4.7,53.0%,59.5%,50.0%,83.3%,48.2%,28.0%,-2.5,-2.6,3.5,4.1
Karolina Muchova,2019 Miami R64,L vsKerber,4.6,4.4,4.8,41.5%,50.0%,55.0%,52.6%,51.2%,27.8%,6.0,3.9,-5.0,-4.2
Karolina Muchova,2019 Miami R128,W vsHibino,3.2,3.3,3.2,53.3%,63.0%,63.6%,50.0%,50.0%,29.1%,-1.0,-1.5,-7.0,-12.7
Karolina Muchova,2019 Doha QF,L vsSvitolina,4.6,5.3,3.8,39.7%,50.0%,55.6%,45.5%,49.8%,32.4%,5.5,5.7,-3.0,-4.1
Karolina Muchova,2019 Doha R16,W vsHsieh,3.7,4.2,3.3,59.4%,56.3%,53.8%,16.7%,48.8%,27.6%,3.5,4.7,4.5,7.4
Karolina Muchova,2019 Australian Open R128,L vsPliskova,3.6,3.6,3.6,37.5%,45.7%,30.0%,75.0%,42.4%,27.7%,-6.0,-12.8,3.0,5.3
Karolina Muchova,2018 US Open R64,W vsMuguruza,4.3,4.5,4.2,48.6%,54.9%,52.2%,50.0%,48.8%,31.6%,13.0,8.6,2.5,2.1
Elina Svitolina,2025 Montreal QF,L vsOsaka,5.0,5.0,5.1,40.0%,37.0%,35.7%,35.7%,59.7%,8.4%,0.0,0.0,-1.0,-1.3
Elina Svitolina,2025 Montreal R16,W vsAnisimova,3.1,2.9,3.3,58.5%,41.9%,63.6%,100.0%,40.3%,8.1%,1.5,2.7,6.0,7.6
Elina Svitolina,2025 Roland Garros QF,L vsSwiatek,4.3,4.4,4.2,45.6%,44.1%,41.2%,50.0%,58.3%,5.0%,-11.5,-9.1,3.0,3.3
Elina Svitolina,2025 Roland Garros R16,W vsPaolini,5.4,5.2,5.6,48.1%,48.4%,57.1%,53.1%,51.7%,5.7%,33.5,15.0,-0.5,-0.2
Elina Svitolina,2025 Madrid SF,L vsSabalenka,3.3,3.8,2.9,45.2%,50.0%,25.0%,66.7%,51.9%,10.3%,9.5,14.2,4.0,5.7
Elina Svitolina,2025 Madrid QF,W vsUchijima,3.4,3.4,3.4,71.2%,57.9%,60.0%,25.0%,62.7%,12.2%,10.5,16.7,1.5,4.2
Elina Svitolina,2025 Rouen F,W vsDanilovic,4.0,3.7,4.4,52.3%,57.1%,52.4%,50.0%,52.2%,6.7%,17.0,14.3,19.0,17.1
Elina Svitolina,2025 Miami R16,L vsSwiatek,4.6,4.7,4.4,49.4%,31.4%,34.8%,70.6%,56.6%,3.2%,5.0,3.3,-7.0,-6.0
Elina Svitolina,2025 Miami R32,W vsMuchova,3.9,3.7,4.1,52.6%,50.0%,57.1%,50.0%,59.6%,8.3%,9.0,6.0,-0.5,-0.5
Elina Svitolina,2025 Indian Wells QF,L vsAndreeva,5.3,5.3,5.3,45.3%,45.5%,31.8%,43.8%,45.4%,10.2%,8.5,8.2,-6.0,-4.7
Elina Svitolina,2025 Indian Wells R64,W vsKrueger,3.6,3.4,3.7,50.8%,60.5%,61.1%,57.1%,61.8%,11.1%,9.5,5.5,5.0,4.9
Elina Svitolina,2025 Doha R32,L vsPegula,4.0,3.8,4.1,44.8%,59.6%,33.3%,11.1%,56.5%,12.8%,4.0,2.6,8.5,7.3
Elina Svitolina,2025 Doha R64,W vsVondrousova,4.0,4.4,3.7,41.9%,65.1%,70.6%,36.4%,41.8%,12.3%,9.5,9.1,16.5,11.5
Elina Svitolina,2025 Australian Open QF,L vsKeys,3.4,3.5,3.4,52.2%,44.2%,52.9%,33.3%,54.9%,5.0%,-3.0,-2.7,4.5,4.7
Elina Svitolina,2025 Australian Open R16,W vsKudermetova,3.7,3.1,4.3,54.4%,56.7%,69.2%,100.0%,61.0%,8.3%,3.0,3.7,5.5,10.2
Elina Svitolina,2025 Australian Open R32,W vsPaolini,4.4,4.6,4.2,50.7%,61.9%,45.8%,70.0%,45.1%,8.9%,14.0,11.8,8.5,6.1
Elina Svitolina,2024 US Open R32,L vsGauff,4.5,4.3,4.6,46.2%,46.5%,55.0%,52.6%,40.5%,1.5%,5.5,4.4,10.0,5.2
Elina Svitolina,2024 Monterrey QF,L vsNoskova,3.1,3.7,2.4,40.0%,61.5%,66.7%,20.0%,52.3%,8.1%,2.5,4.3,4.5,7.9
Elina Svitolina,2024 Monterrey R16,W vsAvanesyan,3.2,3.3,3.2,53.4%,60.0%,71.4%,75.0%,58.3%,3.3%,22.5,28.1,4.5,7.8
Elina Svitolina,2024 Cincinnati R16,L vsSabalenka,3.3,3.4,3.2,44.7%,37.5%,27.3%,50.0%,52.8%,5.9%,-0.5,-0.7,-3.5,-5.6
Elina Svitolina,2024 Paris Olympics R32,W vsPegula,4.1,4.0,4.3,50.0%,53.7%,61.1%,52.9%,50.9%,6.6%,22.5,17.6,12.5,9.8
Elina Svitolina,2024 Wimbledon QF,L vsRybakina,3.1,3.0,3.2,40.6%,37.0%,80.0%,0.0%,45.9%,8.3%,0.5,1.3,4.0,7.4
Elina Svitolina,2024 Wimbledon R32,W vsJabeur,3.8,3.8,3.7,54.1%,61.3%,53.8%,60.0%,48.9%,14.1%,10.0,13.3,5.0,6.5
Elina Svitolina,2024 Bad Homburg R32,L vsWozniacki,4.0,4.0,4.0,48.2%,46.3%,29.6%,60.0%,55.8%,8.7%,11.0,6.3,-0.5,-0.4
Elina Svitolina,2024 Roland Garros R16,L vsRybakina,4.3,4.5,4.1,52.7%,36.0%,57.1%,15.4%,46.8%,10.0%,-1.5,-2.2,0.0,0.0
Elina Svitolina,2024 Roland Garros R64,W vsParry,4.5,4.2,4.8,54.7%,68.4%,23.8%,50.0%,42.8%,8.6%,7.5,7.6,7.5,5.2
Elina Svitolina,2024 Roland Garros R128,W vsPliskova,4.7,4.8,4.6,46.8%,61.9%,62.5%,53.8%,60.8%,8.4%,8.5,4.7,4.0,3.4
Elina Svitolina,2024 Rome R16,L vsSabalenka,3.8,3.6,4.0,47.9%,54.7%,23.8%,62.5%,55.8%,7.7%,10.0,6.5,0.0,0.0
Elina Svitolina,2024 Rome R32,W vsKalinskaya,4.5,4.0,5.0,57.4%,48.3%,50.0%,80.0%,43.1%,0.9%,7.5,9.6,7.0,6.1
Elina Svitolina,2024 Rome R64,W vsErrani,5.3,5.4,5.0,70.7%,58.1%,40.0%,64.7%,45.6%,4.6%,15.5,15.2,10.5,8.5
Elina Svitolina,2024 Charleston R16,L vsMertens,4.4,4.1,4.5,44.0%,44.0%,31.3%,42.9%,46.4%,8.7%,-7.5,-9.5,-5.5,-5.9
Elina Svitolina,2024 Charleston R32,W vsSaville,4.5,4.6,4.4,54.5%,55.6%,50.0%,66.7%,60.2%,5.4%,6.5,5.0,5.5,6.7
Elina Svitolina,2024 Dubai R16,L vsSwiatek,4.6,4.3,4.7,41.4%,40.0%,46.2%,50.0%,54.0%,6.1%,-0.5,-0.5,-3.0,-3.3
Elina Svitolina,2024 Auckland F,L vsGauff,5.1,5.5,4.7,47.5%,38.5%,44.1%,55.2%,58.3%,5.5%,9.0,3.8,-6.0,-3.5
Elina Svitolina,2023 Montreal R64,L vsCollins,3.6,2.9,4.3,44.6%,44.4%,30.0%,37.5%,48.6%,5.6%,0.0,0.0,0.0,0.0
Elina Svitolina,2023 Wimbledon SF,L vsVondrousova,4.1,4.8,3.5,44.3%,33.3%,50.0%,54.5%,43.3%,11.0%,-3.0,-3.7,-1.0,-1.0
Elina Svitolina,2023 Wimbledon QF,W vsSwiatek,3.5,3.2,3.8,53.2%,56.4%,50.0%,50.0%,53.0%,6.7%,30.0,22.9,-1.0,-0.8
Elina Svitolina,2023 Wimbledon R16,W vsAzarenka,5.0,4.8,5.2,52.8%,40.0%,51.5%,60.7%,54.9%,11.1%,6.5,2.8,11.5,6.2
Elina Svitolina,2023 Wimbledon R128,W vsWilliams,3.3,3.5,3.1,59.0%,56.3%,33.3%,66.7%,60.9%,5.9%,12.5,13.3,0.0,0.0
Elina Svitolina,2023 Roland Garros QF,L vsSabalenka,3.8,3.8,3.9,53.2%,45.5%,30.8%,22.2%,48.3%,12.3%,-4.0,-5.1,8.0,8.7
Elina Svitolina,2023 Roland Garros R16,W vsKasatkina,6.7,6.7,6.7,55.6%,46.2%,57.7%,45.9%,49.2%,4.9%,5.5,2.5,-6.5,-2.8
Elina Svitolina,2023 Roland Garros R32,W vsBlinkova,4.8,5.3,4.3,48.9%,52.1%,62.5%,54.2%,60.2%,7.4%,20.0,10.0,8.5,6.3
Elina Svitolina,2023 Roland Garros R64,W vsHunter,4.2,4.0,4.4,52.7%,66.7%,40.0%,52.9%,50.7%,3.4%,13.0,9.4,2.0,1.4
Elina Svitolina,2023 Roland Garros R128,W vsTrevisan,4.2,4.3,4.2,59.6%,62.1%,66.7%,50.0%,51.2%,7.4%,8.0,10.0,6.0,8.3
Elina Svitolina,2023 Strasbourg F,W vsBlinkova,4.2,4.4,3.8,58.6%,50.0%,53.8%,70.0%,70.2%,6.0%,23.0,15.9,7.0,11.1
Elina Svitolina,2022 Monterrey R32,W vsPotapova,4.3,4.1,4.5,57.1%,50.0%,84.6%,60.0%,49.7%,15.4%,4.5,5.4,11.5,14.9
Elina Svitolina,2022 Adelaide 2 R32,L vsKeys,3.5,3.6,3.5,40.8%,44.1%,40.0%,37.5%,56.3%,9.6%,-2.0,-2.4,-1.5,-2.3
Elina Svitolina,2022 Adelaide 1 R32,L vsGasanova,4.5,4.3,4.7,50.5%,45.3%,52.2%,34.8%,63.2%,14.5%,8.5,4.0,2.5,2.0
Elina Svitolina,2021 Indian Wells R16,L vsPegula,4.3,4.3,4.3,44.6%,20.8%,50.0%,14.3%,50.3%,10.8%,-5.0,-6.0,-3.5,-4.3
Elina Svitolina,2021 Indian Wells R64,W vsMartincova,3.6,3.3,3.8,52.9%,66.7%,62.5%,83.3%,54.7%,5.2%,11.0,12.5,13.0,18.1
Elina Svitolina,2021 Chicago 2 QF,L vsJabeur,3.7,3.3,4.1,48.6%,46.2%,33.3%,50.0%,52.7%,18.9%,-2.0,-2.3,4.5,6.0
Elina Svitolina,2021 Chicago 2 R16,W vsRuse,4.2,4.4,4.1,53.2%,69.0%,47.1%,46.2%,53.3%,3.9%,10.0,7.6,0.0,0.0
Elina Svitolina,2021 Chicago 2 R32,W vsAnisimova,3.2,3.4,3.1,56.8%,60.0%,50.0%,20.0%,46.2%,16.9%,9.5,17.0,-2.5,-4.1
Elina Svitolina,2021 US Open QF,L vsFernandez,5.1,4.4,5.8,55.9%,48.9%,38.5%,46.7%,43.4%,5.8%,9.5,5.7,7.0,3.2
Elina Svitolina,2021 US Open R16,W vsHalep,5.5,4.7,6.1,61.5%,52.0%,45.0%,60.0%,50.2%,13.3%,9.5,8.0,12.0,10.3
Elina Svitolina,2021 US Open R32,W vsKasatkina,5.3,5.2,5.5,58.5%,51.9%,52.6%,68.8%,47.6%,5.0%,17.0,15.5,6.0,4.8
Elina Svitolina,2021 US Open R64,W vsMasarova,5.4,4.5,6.0,55.6%,64.5%,85.7%,64.7%,74.3%,9.2%,17.0,9.8,7.0,11.9
Elina Svitolina,2021 US Open R128,W vsMarino,3.7,3.4,4.0,56.9%,64.3%,76.9%,60.0%,49.7%,4.9%,12.5,18.9,8.5,11.0
Elina Svitolina,2021 Chicago 1 F,W vsCornet,4.8,4.7,4.9,50.7%,65.8%,55.0%,42.1%,49.7%,15.0%,17.0,12.6,3.0,2.4
Elina Svitolina,2021 Cincinnati R32,L vsKerber,4.4,4.0,4.7,51.4%,55.8%,47.6%,47.6%,45.5%,7.5%,4.0,2.9,9.5,5.3
Elina Svitolina,2021 Tokyo Olympics BR,W vsRybakina,4.1,4.0,4.2,51.2%,43.8%,54.5%,38.1%,53.2%,7.1%,8.5,5.8,-5.0,-3.2
Elina Svitolina,2021 Tokyo Olympics SF,L vsVondrousova,4.7,4.9,4.5,41.3%,18.2%,55.6%,58.3%,43.5%,14.8%,-3.5,-5.0,-5.5,-6.0
Elina Svitolina,2021 Tokyo Olympics QF,W vsGiorgi,3.8,3.2,4.2,55.6%,42.3%,63.6%,62.5%,56.5%,3.8%,5.0,5.6,1.5,2.0
Elina Svitolina,2021 Tokyo Olympics R16,W vsSakkari,4.6,4.6,4.6,53.5%,60.4%,50.0%,33.3%,51.2%,16.8%,2.0,1.1,8.0,5.1
Elina Svitolina,2021 Tokyo Olympics R32,W vsTomljanovic,5.2,5.1,5.4,53.0%,51.9%,59.3%,39.3%,55.5%,5.8%,6.0,2.7,13.0,7.3
Elina Svitolina,2021 Tokyo Olympics R64,W vsSiegemund,3.9,4.1,3.8,50.4%,49.1%,47.1%,50.0%,63.2%,9.5%,12.0,6.3,5.5,4.9
Elina Svitolina,2021 Roland Garros R32,L vsKrejcikova,4.9,4.9,5.0,57.4%,41.9%,38.1%,22.2%,44.9%,11.4%,4.5,3.8,-4.0,-2.8
Elina Svitolina,2021 Roland Garros R64,W vsLi,4.5,4.6,4.4,54.5%,67.6%,52.6%,55.6%,53.8%,9.7%,9.5,8.6,11.5,12.5
Elina Svitolina,2021 Rome QF,L vsSwiatek,5.3,5.0,5.5,48.0%,45.5%,31.8%,46.7%,44.8%,8.1%,-3.0,-2.9,6.5,4.9
Elina Svitolina,2021 Madrid R64,L vsTeichmann,4.8,4.6,5.0,55.9%,48.4%,36.7%,44.4%,51.5%,3.5%,0.5,0.2,11.5,5.5
Elina Svitolina,2021 Stuttgart QF,W vsKvitova,3.5,3.3,3.6,54.8%,48.1%,46.7%,57.1%,44.9%,12.7%,3.5,3.0,11.0,7.6
Elina Svitolina,2021 Miami SF,L vsBarty,4.9,5.2,4.5,40.0%,50.0%,33.3%,47.6%,48.7%,9.6%,-5.0,-4.2,0.5,0.4
Elina Svitolina,2021 Doha R16,W vsDoi,4.1,3.9,4.2,70.6%,57.7%,38.5%,75.0%,62.0%,19.4%,17.5,19.0,5.5,11.7
Elina Svitolina,2021 Australian Open R16,L vsPegula,4.6,4.6,4.7,51.6%,55.3%,17.6%,47.8%,46.0%,10.3%,4.0,2.9,-4.0,-2.5
Elina Svitolina,2021 Australian Open R64,W vsGauff,4.4,4.5,4.2,53.0%,56.0%,60.0%,46.7%,48.4%,7.3%,17.5,17.5,0.0,0.0
Elina Svitolina,2021 Australian Open R128,W vsBouzkova,5.1,5.2,4.9,52.0%,51.2%,50.0%,53.8%,53.0%,8.6%,9.5,6.1,6.5,4.6
Elina Svitolina,2021 Abu Dhabi QF,L vsKudermetova,4.3,4.4,4.3,52.1%,45.8%,43.8%,54.5%,55.9%,8.1%,1.0,0.5,1.5,1.0
Elina Svitolina,2021 Abu Dhabi R16,W vsAlexandrova,4.4,4.7,4.1,61.7%,52.6%,31.8%,34.8%,55.4%,4.2%,3.0,1.4,10.0,5.6
