Player,Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
Karolina Muchova,2019 Seoul SF,W vsWang,6.5%,75.0%,19.6%,72.4%,13.8%,21.1%,0.0%,16.9%,66.7%,2.0%,50.0%,12,20
Karolina Muchova,2019 Seoul QF,W vsHon,0.0%,-,12.3%,80.0%,20.4%,25.0%,0.0%,11.1%,12.5%,4.0%,16.7%,89,118
Karolina Muchova,2019 US Open R64,W vsHsieh,4.9%,75.0%,19.8%,75.7%,13.1%,27.6%,0.0%,13.7%,35.7%,1.1%,33.3%,121,110
Karolina Muchova,2019 US Open R128,W vsRybakina,4.8%,100.0%,9.6%,100.0%,13.7%,38.5%,0.0%,2.8%,25.0%,3.5%,40.0%,133,107
Karolina Muchova,2019 Wimbledon QF,L vsSvitolina,7.1%,80.0%,24.8%,73.5%,14.1%,23.9%,0.0%,15.6%,33.3%,2.9%,0.0%,75,25
Karolina Muchova,2019 Wimbledon R16,W vsPliskova,2.9%,75.0%,14.7%,69.0%,13.9%,17.0%,0.0%,9.1%,16.7%,5.6%,40.9%,33,49
Karolina Muchova,2019 Wimbledon R32,W vsKontaveit,4.6%,66.7%,6.7%,80.0%,19.2%,36.0%,0.0%,15.8%,25.0%,5.9%,50.0%,33,29
Karolina Muchova,2019 Wimbledon R128,W vsKrunic,0.0%,-,12.6%,72.2%,22.0%,20.8%,100.0%,18.8%,50.0%,3.8%,87.5%,45,49
Karolina Muchova,2019 S-Hertogenbosch R32,L vsRiske Amritraj,0.0%,-,12.2%,59.1%,19.8%,19.4%,50.0%,13.7%,17.6%,3.6%,33.3%,67,59
Karolina Muchova,2019 Prague F,L vsTeichmann,5.7%,100.0%,11.3%,62.5%,9.5%,10.0%,0.0%,5.1%,3.1%,2.0%,20.0%,9,-6
Karolina Muchova,2019 Prague SF,W vsPera,0.0%,-,10.5%,78.6%,8.9%,5.3%,0.0%,5.9%,20.0%,5.3%,75.0%,-24,-11
Karolina Muchova,2019 Miami R64,L vsKerber,8.9%,62.5%,19.1%,62.9%,17.4%,38.5%,7.1%,9.5%,20.0%,3.5%,16.7%,95,48
Karolina Muchova,2019 Miami R128,W vsHibino,3.7%,50.0%,10.3%,66.7%,14.3%,33.3%,0.0%,3.8%,16.7%,3.2%,80.0%,69,84
Karolina Muchova,2019 Doha QF,L vsSvitolina,6.5%,50.0%,13.4%,62.5%,12.2%,20.7%,0.0%,10.7%,38.5%,1.8%,75.0%,51,9
Karolina Muchova,2019 Doha R16,W vsHsieh,5.6%,100.0%,22.6%,73.1%,24.1%,38.5%,0.0%,13.5%,28.6%,3.5%,0.0%,67,55
Karolina Muchova,2019 Australian Open R128,L vsPliskova,4.0%,0.0%,11.4%,58.3%,12.5%,18.2%,0.0%,17.5%,25.0%,1.4%,50.0%,7,16
Karolina Muchova,2018 US Open R64,W vsMuguruza,5.1%,40.0%,15.1%,53.3%,15.2%,28.0%,0.0%,10.1%,18.2%,3.2%,36.4%,34,17
Elina Svitolina,2025 Montreal QF,L vsOsaka,0.0%,-,7.4%,28.6%,10.3%,10.5%,0.0%,7.4%,11.1%,0.5%,0.0%,-70,-51
Elina Svitolina,2025 Montreal R16,W vsAnisimova,1.4%,100.0%,5.6%,42.9%,10.9%,14.3%,100.0%,3.8%,33.3%,0.7%,0.0%,-50,-22
Elina Svitolina,2025 Roland Garros QF,L vsSwiatek,0.0%,-,6.9%,55.6%,7.5%,20.0%,0.0%,5.2%,13.3%,0.4%,0.0%,-24,-16
Elina Svitolina,2025 Roland Garros R16,W vsPaolini,0.0%,-,8.4%,47.1%,16.4%,34.1%,28.6%,8.0%,27.6%,0.6%,100.0%,-31,-36
Elina Svitolina,2025 Madrid SF,L vsSabalenka,0.0%,-,8.1%,45.5%,22.4%,25.0%,0.0%,8.9%,20.0%,0.6%,0.0%,-62,-30
Elina Svitolina,2025 Madrid QF,W vsUchijima,5.0%,100.0%,16.5%,92.9%,20.0%,38.5%,0.0%,14.3%,37.5%,1.8%,50.0%,120,111
Elina Svitolina,2025 Rouen F,W vsDanilovic,0.0%,-,10.1%,56.3%,18.1%,30.8%,13.3%,15.7%,33.3%,1.6%,50.0%,-72,-48
Elina Svitolina,2025 Miami R16,L vsSwiatek,0.0%,-,3.2%,80.0%,10.4%,36.8%,0.0%,4.8%,15.4%,0.0%,-,-63,-48
Elina Svitolina,2025 Miami R32,W vsMuchova,0.0%,-,11.4%,78.9%,16.2%,33.3%,100.0%,8.6%,41.7%,0.0%,-,43,30
Elina Svitolina,2025 Indian Wells QF,L vsAndreeva,0.0%,-,15.3%,42.1%,10.8%,27.3%,50.0%,4.8%,15.4%,0.4%,0.0%,-84,-85
Elina Svitolina,2025 Indian Wells R64,W vsKrueger,0.0%,-,5.3%,63.6%,11.9%,34.8%,0.0%,8.5%,20.0%,1.0%,66.7%,13,34
Elina Svitolina,2025 Doha R32,L vsPegula,0.0%,-,4.3%,50.0%,10.6%,17.9%,0.0%,15.7%,28.6%,0.3%,100.0%,-4,-5
Elina Svitolina,2025 Doha R64,W vsVondrousova,0.0%,-,9.8%,43.8%,20.2%,20.8%,0.0%,17.1%,33.3%,0.4%,0.0%,46,32
Elina Svitolina,2025 Australian Open QF,L vsKeys,0.0%,-,3.9%,100.0%,14.1%,41.2%,50.0%,8.2%,33.3%,0.4%,0.0%,-96,-30
Elina Svitolina,2025 Australian Open R16,W vsKudermetova,0.0%,-,9.8%,60.0%,11.3%,25.0%,100.0%,5.9%,0.0%,0.0%,-,-13,38
Elina Svitolina,2025 Australian Open R32,W vsPaolini,0.0%,-,6.0%,66.7%,17.0%,31.6%,0.0%,13.1%,43.8%,0.0%,-,21,25
Elina Svitolina,2024 US Open R32,L vsGauff,0.0%,-,9.1%,75.0%,12.6%,34.8%,50.0%,11.5%,26.7%,0.0%,-,17,9
Elina Svitolina,2024 Monterrey QF,L vsNoskova,0.0%,-,12.3%,93.3%,14.3%,30.8%,0.0%,22.0%,20.0%,0.8%,100.0%,61,27
Elina Svitolina,2024 Monterrey R16,W vsAvanesyan,4.2%,100.0%,7.0%,75.0%,29.8%,63.2%,0.0%,17.1%,50.0%,0.0%,-,95,103
Elina Svitolina,2024 Cincinnati R16,L vsSabalenka,0.0%,-,5.2%,50.0%,12.7%,22.2%,0.0%,7.0%,50.0%,0.0%,-,-23,23
Elina Svitolina,2024 Paris Olympics R32,W vsPegula,0.0%,-,10.7%,66.7%,19.6%,18.8%,33.3%,13.5%,18.8%,0.7%,50.0%,15,28
Elina Svitolina,2024 Wimbledon QF,L vsRybakina,0.0%,-,4.1%,75.0%,10.7%,33.3%,0.0%,20.0%,44.4%,1.8%,50.0%,-63,-13
Elina Svitolina,2024 Wimbledon R32,W vsJabeur,3.1%,50.0%,8.9%,72.7%,21.3%,31.3%,100.0%,11.3%,50.0%,1.1%,50.0%,-26,-37
Elina Svitolina,2024 Bad Homburg R32,L vsWozniacki,0.0%,-,7.1%,66.7%,16.3%,40.0%,0.0%,7.2%,37.5%,0.6%,0.0%,-16,9
Elina Svitolina,2024 Roland Garros R16,L vsRybakina,0.0%,-,2.8%,33.3%,9.8%,20.0%,100.0%,3.0%,12.5%,1.6%,0.0%,-87,-66
Elina Svitolina,2024 Roland Garros R64,W vsParry,6.3%,50.0%,10.0%,53.3%,16.5%,24.0%,0.0%,10.9%,15.4%,2.1%,50.0%,-7,-19
Elina Svitolina,2024 Roland Garros R128,W vsPliskova,0.0%,-,6.1%,60.0%,11.6%,20.0%,0.0%,10.2%,33.3%,1.5%,40.0%,-10,2
Elina Svitolina,2024 Rome R16,L vsSabalenka,0.0%,-,5.4%,81.8%,13.0%,27.3%,50.0%,8.1%,33.3%,0.6%,0.0%,-49,-27
Elina Svitolina,2024 Rome R32,W vsKalinskaya,0.0%,-,7.3%,87.5%,16.4%,35.7%,25.0%,12.0%,50.0%,0.5%,100.0%,-49,-22
Elina Svitolina,2024 Rome R64,W vsErrani,0.0%,-,8.7%,55.6%,20.2%,19.0%,25.0%,9.8%,18.5%,1.2%,0.0%,84,65
Elina Svitolina,2024 Charleston R16,L vsMertens,0.0%,-,13.3%,38.5%,9.3%,0.0%,0.0%,7.2%,23.8%,1.0%,100.0%,57,64
Elina Svitolina,2024 Charleston R32,W vsSaville,3.6%,0.0%,16.8%,55.0%,15.9%,24.2%,0.0%,8.9%,27.3%,1.7%,50.0%,46,34
Elina Svitolina,2024 Dubai R16,L vsSwiatek,2.1%,0.0%,7.3%,37.5%,9.0%,50.0%,0.0%,11.0%,22.2%,0.0%,-,-14,-17
Elina Svitolina,2024 Auckland F,L vsGauff,0.0%,-,6.5%,53.8%,8.0%,20.7%,0.0%,7.1%,33.3%,0.2%,0.0%,-47,-43
Elina Svitolina,2023 Montreal R64,L vsCollins,0.0%,-,5.9%,83.3%,13.0%,20.0%,0.0%,11.1%,25.0%,0.0%,-,-55,-3
Elina Svitolina,2023 Wimbledon SF,L vsVondrousova,0.0%,-,13.9%,29.4%,9.0%,11.1%,0.0%,8.5%,20.0%,1.0%,100.0%,30,-22
Elina Svitolina,2023 Wimbledon QF,W vsSwiatek,0.0%,-,7.2%,66.7%,17.5%,36.8%,0.0%,13.1%,21.4%,1.4%,25.0%,-24,20
Elina Svitolina,2023 Wimbledon R16,W vsAzarenka,0.0%,-,6.9%,66.7%,12.0%,32.4%,28.6%,10.3%,45.0%,1.2%,66.7%,-37,-30
Elina Svitolina,2023 Wimbledon R128,W vsWilliams,0.0%,-,2.3%,100.0%,25.0%,33.3%,0.0%,8.1%,16.7%,1.1%,100.0%,90,58
Elina Svitolina,2023 Roland Garros QF,L vsSabalenka,0.0%,-,3.5%,60.0%,1.7%,7.7%,0.0%,12.3%,50.0%,0.5%,0.0%,-148,-87
Elina Svitolina,2023 Roland Garros R16,W vsKasatkina,0.0%,-,5.1%,62.5%,7.3%,14.0%,50.0%,2.5%,19.2%,0.0%,-,-68,-72
Elina Svitolina,2023 Roland Garros R32,W vsBlinkova,0.0%,-,5.4%,70.0%,12.5%,25.0%,100.0%,7.4%,33.3%,0.8%,33.3%,-66,-53
Elina Svitolina,2023 Roland Garros R64,W vsHunter,0.0%,-,4.2%,71.4%,13.7%,29.2%,0.0%,6.6%,21.1%,0.0%,-,-32,-11
Elina Svitolina,2023 Roland Garros R128,W vsTrevisan,0.0%,-,4.3%,100.0%,18.0%,25.0%,25.0%,12.5%,30.8%,0.0%,-,27,7
Elina Svitolina,2023 Strasbourg F,W vsBlinkova,0.0%,-,6.0%,62.5%,16.7%,38.5%,0.0%,14.0%,28.6%,0.0%,-,-8,-19
Elina Svitolina,2022 Monterrey R32,W vsPotapova,0.0%,-,3.0%,66.7%,7.8%,28.6%,0.0%,11.9%,44.4%,0.0%,-,-88,-39
Elina Svitolina,2022 Adelaide 2 R32,L vsKeys,0.0%,-,2.4%,100.0%,10.7%,0.0%,0.0%,13.5%,0.0%,1.8%,33.3%,7,23
Elina Svitolina,2022 Adelaide 1 R32,L vsGasanova,1.0%,0.0%,2.9%,33.3%,10.2%,23.8%,0.0%,14.1%,35.3%,0.3%,100.0%,-28,-22
Elina Svitolina,2021 Indian Wells R16,L vsPegula,1.5%,0.0%,12.1%,53.8%,12.9%,13.3%,0.0%,6.2%,21.4%,1.6%,0.0%,11,20
Elina Svitolina,2021 Indian Wells R64,W vsMartincova,2.1%,100.0%,7.9%,88.9%,16.9%,41.2%,0.0%,22.2%,47.1%,1.2%,0.0%,104,103
Elina Svitolina,2021 Chicago 2 QF,L vsJabeur,1.4%,100.0%,9.6%,38.5%,9.7%,11.8%,0.0%,15.4%,33.3%,0.0%,-,14,17
Elina Svitolina,2021 Chicago 2 R16,W vsRuse,0.0%,-,3.4%,80.0%,9.6%,16.7%,0.0%,6.4%,23.5%,1.1%,0.0%,-71,-49
Elina Svitolina,2021 Chicago 2 R32,W vsAnisimova,0.0%,-,5.3%,66.7%,17.1%,18.2%,0.0%,2.5%,25.0%,0.0%,-,-70,-57
Elina Svitolina,2021 US Open QF,L vsFernandez,0.0%,-,8.2%,56.3%,10.6%,16.7%,0.0%,6.4%,31.3%,0.5%,0.0%,-97,-60
Elina Svitolina,2021 US Open R16,W vsHalep,4.1%,100.0%,12.8%,73.3%,9.6%,16.7%,0.0%,8.3%,50.0%,1.1%,0.0%,-110,-84
Elina Svitolina,2021 US Open R32,W vsKasatkina,0.0%,-,7.0%,62.5%,15.3%,29.0%,0.0%,8.7%,36.8%,1.1%,33.3%,-46,-44
Elina Svitolina,2021 US Open R64,W vsMasarova,0.0%,-,8.3%,77.8%,10.2%,25.6%,0.0%,17.8%,44.4%,1.2%,33.3%,-52,-42
Elina Svitolina,2021 US Open R128,W vsMarino,2.0%,0.0%,2.8%,66.7%,10.9%,25.0%,0.0%,10.6%,33.3%,0.6%,0.0%,-66,-9
Elina Svitolina,2021 Chicago 1 F,W vsCornet,0.0%,-,13.7%,75.0%,18.4%,30.8%,0.0%,10.0%,38.9%,0.0%,-,26,11
Elina Svitolina,2021 Cincinnati R32,L vsKerber,0.0%,-,7.5%,66.7%,12.0%,21.4%,25.0%,12.2%,21.1%,0.5%,0.0%,-12,-10
Elina Svitolina,2021 Tokyo Olympics BR,W vsRybakina,0.0%,-,4.2%,44.4%,10.7%,40.0%,0.0%,8.8%,28.6%,0.8%,33.3%,-115,-85
Elina Svitolina,2021 Tokyo Olympics SF,L vsVondrousova,0.0%,-,25.5%,48.0%,6.6%,0.0%,0.0%,7.1%,9.1%,0.5%,0.0%,-4,-8
Elina Svitolina,2021 Tokyo Olympics QF,W vsGiorgi,0.0%,-,0.9%,100.0%,16.4%,19.0%,0.0%,5.9%,20.0%,0.5%,100.0%,-46,2
Elina Svitolina,2021 Tokyo Olympics R16,W vsSakkari,0.0%,-,6.4%,46.2%,7.1%,21.7%,0.0%,9.2%,21.7%,0.8%,66.7%,-83,-46
Elina Svitolina,2021 Tokyo Olympics R32,W vsTomljanovic,0.0%,-,6.3%,66.7%,8.1%,18.2%,100.0%,9.9%,19.2%,0.2%,0.0%,-66,-49
Elina Svitolina,2021 Tokyo Olympics R64,W vsSiegemund,0.0%,-,8.8%,57.9%,20.3%,26.0%,25.0%,9.5%,22.2%,0.9%,0.0%,8,-3
Elina Svitolina,2021 Roland Garros R32,L vsKrejcikova,0.0%,-,4.2%,66.7%,11.3%,25.0%,50.0%,4.1%,30.8%,0.3%,0.0%,-94,-84
Elina Svitolina,2021 Roland Garros R64,W vsLi,0.0%,-,11.1%,76.9%,16.7%,29.2%,0.0%,13.9%,41.2%,0.9%,50.0%,23,2
Elina Svitolina,2021 Rome QF,L vsSwiatek,0.0%,-,9.2%,54.5%,5.5%,23.8%,0.0%,12.0%,44.4%,0.4%,0.0%,-85,-68
Elina Svitolina,2021 Madrid R64,L vsTeichmann,1.0%,0.0%,7.2%,50.0%,6.3%,13.5%,3.8%,10.6%,21.1%,0.2%,0.0%,-77,-58
Elina Svitolina,2021 Stuttgart QF,W vsKvitova,0.0%,-,6.4%,86.7%,10.1%,23.5%,0.0%,10.5%,11.8%,0.3%,0.0%,-26,-6
Elina Svitolina,2021 Miami SF,L vsBarty,0.0%,-,7.8%,50.0%,6.3%,8.3%,0.0%,8.7%,29.4%,0.4%,0.0%,-46,-50
Elina Svitolina,2021 Doha R16,W vsDoi,0.0%,-,11.7%,54.5%,23.9%,26.7%,0.0%,22.6%,28.6%,1.2%,0.0%,69,40
Elina Svitolina,2021 Australian Open R16,L vsPegula,0.0%,-,3.4%,66.7%,8.4%,30.0%,0.0%,3.1%,25.0%,0.0%,-,-95,-64
Elina Svitolina,2021 Australian Open R64,W vsGauff,0.0%,-,10.7%,61.5%,21.5%,35.5%,0.0%,5.9%,12.5%,0.5%,100.0%,-29,-18
Elina Svitolina,2021 Australian Open R128,W vsBouzkova,0.0%,-,11.6%,63.2%,9.0%,21.2%,0.0%,10.9%,29.2%,0.6%,0.0%,-51,-43
Elina Svitolina,2021 Abu Dhabi QF,L vsKudermetova,0.0%,-,7.9%,35.3%,6.8%,15.6%,0.0%,8.5%,46.7%,0.3%,0.0%,-91,-42
Elina Svitolina,2021 Abu Dhabi R16,W vsAlexandrova,0.0%,-,3.9%,33.3%,7.6%,21.7%,0.0%,9.1%,35.7%,0.2%,100.0%,-111,-49
Elina Svitolina,2020 Roland Garros QF,L vsPodoroska,0.0%,-,9.6%,63.6%,3.9%,8.3%,100.0%,7.3%,33.3%,0.3%,0.0%,-123,-130
Elina Svitolina,2020 Roland Garros R64,W vsZarazua,0.0%,-,11.3%,62.5%,9.6%,33.3%,0.0%,2.1%,14.3%,0.6%,0.0%,-28,-34
Elina Svitolina,2020 Strasbourg F,W vsRybakina,0.0%,-,4.4%,50.0%,11.9%,25.6%,0.0%,7.4%,19.0%,1.5%,83.3%,-27,-38
Elina Svitolina,2020 Strasbourg SF,W vsSabalenka,0.0%,-,4.7%,75.0%,5.9%,10.3%,0.0%,7.5%,40.0%,1.1%,66.7%,-80,-67
Elina Svitolina,2020 Monterrey F,W vsBouzkova,0.0%,-,7.3%,82.4%,6.4%,10.5%,0.0%,7.0%,27.8%,1.6%,55.6%,-98,-90
Elina Svitolina,2020 Monterrey SF,W vsRus,0.0%,-,7.2%,83.3%,8.7%,0.0%,0.0%,23.7%,41.7%,2.6%,50.0%,-31,22
Elina Svitolina,2020 Monterrey QF,W vsFernandez,0.0%,-,12.3%,70.6%,12.5%,22.7%,0.0%,10.1%,0.0%,0.9%,0.0%,-20,10
Elina Svitolina,2020 Australian Open R32,L vsMuguruza,0.0%,-,4.1%,75.0%,8.8%,9.1%,0.0%,6.7%,27.3%,0.0%,-,-144,-113
Elina Svitolina,2020 Australian Open R64,W vsDavis,0.0%,-,11.6%,70.6%,11.2%,16.1%,0.0%,12.3%,35.7%,0.0%,-,-51,-17
Elina Svitolina,2020 Brisbane R32,L vsCollins,0.0%,-,1.1%,100.0%,11.8%,20.0%,0.0%,3.7%,33.3%,0.0%,-,-54,-19
Elina Svitolina,2019 Shenzhen Finals F,L vsBarty,0.0%,-,9.6%,58.3%,3.1%,6.1%,0.0%,6.5%,25.0%,0.8%,0.0%,-132,-108
Elina Svitolina,2019 Shenzhen Finals SF,W vsBencic,0.0%,-,7.1%,45.5%,12.7%,34.8%,0.0%,8.6%,46.2%,0.4%,0.0%,-65,-13
Elina Svitolina,2019 Shenzhen Finals RR,W vsHalep,0.0%,-,9.6%,53.8%,4.1%,11.1%,0.0%,4.5%,18.2%,0.8%,0.0%,-130,-101
Elina Svitolina,2019 Shenzhen Finals RR,W vsKenin,0.0%,-,5.4%,50.0%,5.9%,9.1%,0.0%,6.1%,17.6%,0.6%,50.0%,-112,-56
Elina Svitolina,2019 Shenzhen Finals RR,W vsPliskova,0.0%,-,5.4%,100.0%,12.8%,22.2%,0.0%,9.9%,15.4%,0.8%,100.0%,-62,-63
Elina Svitolina,2019 Moscow R16,L vsKudermetova,0.0%,-,4.4%,87.5%,5.9%,23.1%,0.0%,2.8%,14.3%,0.4%,0.0%,-118,-63
Elina Svitolina,2019 Beijing QF,L vsBertens,1.4%,100.0%,19.7%,53.6%,4.2%,12.8%,0.0%,6.9%,16.7%,0.6%,100.0%,-96,-92
Elina Svitolina,2019 Beijing R16,W vsKenin,0.0%,-,9.7%,63.6%,9.7%,18.6%,0.0%,6.9%,39.1%,0.6%,33.3%,-74,-46
Elina Svitolina,2019 Beijing R32,W vsWang,0.0%,-,8.7%,62.5%,8.4%,19.0%,0.0%,8.8%,30.0%,0.5%,50.0%,-54,-59
Elina Svitolina,2019 Beijing R64,W vsSevastova,2.1%,100.0%,20.1%,70.3%,14.4%,20.6%,0.0%,7.6%,33.3%,0.3%,0.0%,-36,-30
Elina Svitolina,2019 Wuhan QF,L vsRiske Amritraj,0.0%,-,7.3%,55.6%,4.3%,6.3%,0.0%,3.6%,8.3%,0.4%,0.0%,-76,-68
Elina Svitolina,2019 Wuhan R16,W vsKuznetsova,0.0%,-,4.5%,80.0%,13.0%,39.1%,0.0%,8.8%,30.8%,0.5%,0.0%,-77,-50
Elina Svitolina,2019 Guangzhou R16,L vsBouzkova,0.0%,-,5.2%,83.3%,14.3%,12.5%,0.0%,7.9%,28.6%,0.6%,100.0%,56,59
Elina Svitolina,2019 US Open SF,L vsWilliams,0.0%,-,5.5%,50.0%,7.6%,7.1%,0.0%,5.7%,20.0%,0.6%,0.0%,-96,-51
Elina Svitolina,2019 US Open QF,W vsKonta,0.0%,-,5.3%,57.1%,6.5%,11.8%,0.0%,8.6%,28.6%,0.4%,0.0%,-93,-89
Elina Svitolina,2019 US Open R16,W vsKeys,0.0%,-,4.0%,80.0%,10.9%,23.1%,50.0%,6.3%,25.0%,0.6%,0.0%,-72,-7
Elina Svitolina,2019 US Open R128,W vsOsuigwe,0.0%,-,12.7%,71.4%,5.6%,16.7%,0.0%,4.0%,10.5%,0.8%,50.0%,-94,-90
Elina Svitolina,2019 Cincinnati R16,L vsKenin,1.9%,100.0%,6.8%,36.4%,6.6%,21.7%,0.0%,4.4%,25.0%,0.0%,-,-111,-89
Elina Svitolina,2019 Toronto  QF,L vsKenin,0.0%,-,6.1%,50.0%,6.1%,14.3%,0.0%,6.2%,20.0%,0.6%,0.0%,-97,-60
Elina Svitolina,2019 Toronto  R16,W vsBencic,0.0%,-,3.9%,80.0%,11.9%,15.4%,0.0%,7.4%,50.0%,1.0%,50.0%,-102,-60
Elina Svitolina,2019 Wimbledon SF,L vsHalep,0.0%,-,10.5%,33.3%,6.1%,16.7%,0.0%,4.5%,12.5%,0.3%,0.0%,-137,-138
Elina Svitolina,2019 Wimbledon QF,W vsMuchova,0.0%,-,18.2%,64.0%,9.7%,18.8%,100.0%,6.3%,42.9%,2.5%,16.7%,-50,-51
Elina Svitolina,2019 Wimbledon R16,W vsMartic,1.4%,100.0%,11.0%,77.8%,10.0%,25.0%,33.3%,7.3%,8.3%,1.2%,50.0%,-98,-69
Elina Svitolina,2019 Wimbledon R32,W vsSakkari,1.0%,100.0%,11.0%,76.2%,6.8%,12.5%,0.0%,7.3%,11.1%,0.6%,50.0%,-58,-44
Elina Svitolina,2019 Wimbledon R64,W vsGasparyan,1.1%,100.0%,17.8%,65.5%,7.9%,10.0%,33.3%,6.3%,15.4%,0.8%,66.7%,-98,-94
Elina Svitolina,2019 Wimbledon R128,W vsSaville,0.0%,-,10.7%,81.8%,12.8%,15.8%,0.0%,19.0%,60.0%,0.7%,100.0%,12,35
Elina Svitolina,2019 Birmingham R32,L vsGasparyan,1.2%,100.0%,11.1%,78.9%,6.8%,7.4%,0.0%,11.1%,36.4%,1.3%,0.0%,-45,-23
Elina Svitolina,2019 Roland Garros R128,W vsWilliams,0.0%,-,4.4%,60.0%,16.9%,33.3%,0.0%,15.3%,25.0%,0.0%,-,9,-47
Elina Svitolina,2019 Rome R32,L vsAzarenka,0.0%,-,9.1%,75.0%,9.6%,13.5%,0.0%,5.9%,20.0%,0.2%,0.0%,-60,-52
Elina Svitolina,2019 Miami R64,L vsWang,2.9%,100.0%,11.6%,60.0%,8.7%,13.3%,100.0%,6.8%,20.0%,1.2%,33.3%,-10,-12
Elina Svitolina,2019 Indian Wells SF,L vsAndreescu,0.0%,-,10.1%,57.9%,5.4%,4.5%,0.0%,3.0%,9.1%,0.2%,0.0%,-144,-116
Elina Svitolina,2019 Indian Wells QF,W vsVondrousova,1.0%,0.0%,16.7%,62.5%,5.8%,9.4%,3.2%,8.3%,23.5%,0.0%,-,-67,-73
Elina Svitolina,2019 Indian Wells R16,W vsBarty,0.0%,-,10.6%,53.3%,5.4%,8.3%,0.0%,3.8%,46.2%,0.5%,66.7%,-124,-117
Elina Svitolina,2019 Indian Wells R64,W vsKenin,0.0%,-,9.5%,61.9%,9.4%,20.0%,50.0%,6.6%,13.6%,0.2%,100.0%,-35,-5
Elina Svitolina,2019 Dubai SF,L vsBencic,0.0%,-,6.9%,58.3%,9.0%,30.4%,0.0%,6.3%,40.0%,0.3%,0.0%,-86,-52
Elina Svitolina,2019 Dubai QF,W vsSuarez Navarro,3.6%,50.0%,6.1%,85.7%,10.1%,25.0%,0.0%,9.2%,45.5%,0.4%,0.0%,-98,-80
Elina Svitolina,2019 Dubai R16,W vsMuguruza,0.0%,-,5.2%,80.0%,6.8%,33.3%,0.0%,5.8%,0.0%,1.2%,0.0%,-63,-21
Elina Svitolina,2019 Doha SF,L vsHalep,0.0%,-,10.8%,76.2%,7.9%,23.5%,0.0%,8.8%,10.7%,0.4%,0.0%,-18,-27
Elina Svitolina,2019 Doha QF,W vsMuchova,1.9%,100.0%,5.9%,85.7%,10.3%,27.3%,0.0%,6.2%,25.0%,0.4%,0.0%,-70,-40
Elina Svitolina,2019 Australian Open QF,L vsOsaka,0.0%,-,5.7%,83.3%,9.5%,9.1%,0.0%,7.4%,28.6%,0.7%,0.0%,-66,-64
Elina Svitolina,2019 Australian Open R16,W vsKeys,2.5%,100.0%,10.8%,87.5%,11.1%,20.0%,0.0%,11.1%,25.0%,0.4%,0.0%,-53,-26
Elina Svitolina,2019 Australian Open R32,W vsZhang,0.0%,-,8.6%,78.9%,5.5%,10.0%,0.0%,6.2%,18.2%,0.0%,-,-120,-113
Elina Svitolina,2019 Australian Open R64,W vsHruncakova,2.1%,0.0%,4.6%,80.0%,12.3%,40.0%,0.0%,4.1%,20.0%,0.6%,0.0%,-99,-34
Elina Svitolina,2019 Australian Open R128,W vsGolubic,4.5%,0.0%,15.2%,66.7%,12.0%,16.7%,50.0%,6.5%,10.0%,0.0%,-,-36,-9
Elina Svitolina,2018 Singapore F,W vsStephens,2.4%,100.0%,12.1%,86.4%,4.0%,14.9%,0.0%,3.2%,7.7%,0.2%,0.0%,-119,-115
Elina Svitolina,2018 Singapore SF,W vsBertens,0.0%,-,4.4%,90.0%,5.9%,23.1%,0.0%,1.4%,10.0%,0.4%,50.0%,-106,-89
Elina Svitolina,2018 Singapore RR,W vsPliskova,0.0%,-,6.0%,60.0%,13.5%,24.1%,0.0%,6.7%,50.0%,0.3%,100.0%,-63,-33
Elina Svitolina,2018 Singapore RR,W vsKvitova,0.0%,-,2.5%,66.7%,9.1%,14.3%,0.0%,4.5%,0.0%,1.2%,0.0%,-79,-27
Elina Svitolina,2018 Singapore RR,W vsWozniacki,0.0%,-,9.5%,73.7%,7.1%,19.4%,50.0%,4.2%,17.2%,0.7%,100.0%,-91,-79
Elina Svitolina,2018 Wuhan R32,L vsSabalenka,0.0%,-,3.5%,83.3%,8.3%,12.5%,0.0%,3.2%,0.0%,1.0%,50.0%,-105,-34
Elina Svitolina,2018 US Open R16,L vsSevastova,0.0%,-,12.8%,62.5%,6.6%,11.8%,0.0%,4.3%,7.7%,0.0%,-,-85,-76
Elina Svitolina,2018 US Open R64,W vsMaria,12.8%,83.3%,22.5%,73.9%,18.2%,9.5%,0.0%,29.4%,50.0%,0.7%,0.0%,105,81
Elina Svitolina,2018 Cincinnati QF,L vsBertens,0.0%,-,7.7%,60.0%,5.0%,3.6%,50.0%,4.7%,0.0%,1.6%,50.0%,-61,-56
Elina Svitolina,2018 Montreal SF,L vsStephens,3.7%,50.0%,11.7%,81.3%,7.6%,20.7%,0.0%,4.9%,31.3%,1.2%,25.0%,-63,-58
Elina Svitolina,2018 Montreal QF,W vsMertens,1.6%,100.0%,14.4%,88.9%,16.0%,25.0%,50.0%,11.0%,27.3%,0.4%,0.0%,5,21
Elina Svitolina,2018 Birmingham QF,L vsBuzarnescu,0.0%,-,13.6%,53.3%,9.7%,16.7%,0.0%,4.0%,0.0%,2.9%,20.0%,-17,6
